ID,study,texture,SOC_categorical,sand,clay,SOC,rryield,varyield,rrSOC,varSOC
1717,149,clay,high,13,54.2,18,-0.097045789,0.005694168,,
1718,149,clay,high,13,54.2,18,-0.095766905,0.009662001,,
1719,149,clay,high,13,54.2,18,-0.09531018,0.014102777,,
1720,149,clay,high,13,54.2,18,-0.127994001,0.004172614,,
1721,150,loam,low,36.875,18.125,8.52668213,,,0.083381609,0.001022017
1722,150,loam,low,36.875,18.125,8.52668213,,,0.051293294,0.000258822
1723,150,loam,low,36.875,18.125,8.52668213,,,,
1724,151,clay loam,low,26,30.125,7.42459397,-0.068992871,0.011456953,,
1725,151,clay loam,low,26,30.125,7.42459397,,,,
1726,151,clay loam,low,26,30.125,7.42459397,,,,
1727,151,clay loam,low,26,30.125,7.42459397,,,,
1728,151,clay loam,low,26,30.125,7.42459397,,,,
1729,152,loam,moderate,25,22.125,14.67517401,0.04202299,0.000542058,,
1730,152,loam,moderate,25,22.125,14.67517401,0.045698502,0.000454948,,
1731,152,loam,moderate,25,22.125,14.67517401,0.035457312,0.000436644,,
1732,152,loam,moderate,25,22.125,14.67517401,0.039059436,0.000390151,,
1733,153,clay loam,moderate,65,21.5,14.50116009,,,,
1734,153,clay loam,moderate,65,21.5,14.50116009,,,,
1735,153,clay loam,moderate,65,21.5,14.50116009,,,,
1736,154,loam,moderate,41.3,19.4,10.09280742,,,,
1737,154,loam,moderate,41.3,19.4,10.09280742,,,,
1738,154,loam,moderate,41.3,19.4,10.09280742,,,,
1739,155,clay loam,moderate,15.5,32.3,14,0.061875404,0.002611374,,
1740,155,clay loam,moderate,15.5,32.3,14,0.118951943,0.000779865,,
1741,156,loam,high,31.33333333,25.126,18.25,0.006629859,0.000681435,0.028749413,0.000439267
1742,156,loam,high,31.33333333,25.126,18.25,0.087106177,0.000362409,0.01063032,0.000564899
1743,156,loam,high,31.33333333,25.126,18.25,0.021692825,0.000318312,0.023589551,0.000342489
1744,157,clay loam,low,40.5,29.5,8.29,0.157264977,0.005951562,,
1745,157,clay loam,low,40.5,29.5,8.29,0.123106058,0.004430165,,
1746,157,clay loam,low,40.5,29.5,8.29,0.204632666,0.007794547,,
1747,157,clay loam,low,40.5,29.5,8.29,0.204794413,0.006922046,,
1748,157,clay loam,low,40.5,29.5,8.29,0.263634913,0.006346595,,
1749,157,clay loam,low,40.5,29.5,8.29,0.156509171,0.006818564,,
1750,158,loam,high,41.58333333,21.75,20.12761021,0.044650274,0.002737812,,
1751,158,loam,high,41.58333333,21.75,20.12761021,-0.018433702,0.003230094,,
1752,113,clay loam,high,24.375,30.125,28.53828306,,,,
1753,159,sandy,moderate,63,11,9.6,,,,
1754,159,sandy,moderate,63,11,9.6,,,,
1755,159,sandy,moderate,63,11,9.6,,,,
1756,159,sandy,moderate,63,11,9.6,,,,
1757,159,sandy,moderate,63,11,9.6,,,,
1758,159,sandy,moderate,63,11,9.6,,,,
1759,160,clay loam,moderate,38.6,29.6,12.46,-0.282487256,0.002756743,,
1760,160,clay loam,moderate,38.6,29.6,12.46,-0.060114625,0.002010954,,
1761,160,clay loam,moderate,38.6,29.6,12.46,0.064711749,0.001191272,,
1762,161,loam,high,34,26.08333333,24,-0.471311674,0.003886275,,
1763,161,loam,high,34,26.08333333,24,-0.019974611,0.00070943,,
1764,161,loam,high,34,26.08333333,24,-0.014575157,0.002522032,,
1765,161,loam,high,34,26.08333333,24,,,,
1766,161,loam,high,34,26.08333333,24,,,,
1767,161,loam,high,34,26.08333333,24,,,,
1768,161,loam,high,34,26.08333333,24,-0.557345639,0.007404989,,
1769,161,loam,high,34,26.08333333,24,-0.090280117,0.013683937,,
1770,161,loam,high,34,26.08333333,24,-0.061346463,0.012892721,,
1771,161,loam,high,34,26.08333333,24,,,,
1772,161,loam,high,34,26.08333333,24,,,,
1773,161,loam,high,34,26.08333333,24,,,,
1774,161,loam,high,34,26.08333333,24,-0.248179629,0.002891697,,
1775,161,loam,high,34,26.08333333,24,-0.033439648,0.007832321,,
1776,161,loam,high,34,26.08333333,24,-0.12382535,0.001693837,,
1777,161,loam,high,34,26.08333333,24,,,,
1778,161,loam,high,34,26.08333333,24,,,,
1779,161,loam,high,34,26.08333333,24,,,,
1780,50,loam,moderate,41.375,23.625,14.39303944,-0.033901552,0.001344402,,
1781,50,loam,moderate,41.375,23.625,14.39303944,-0.052185753,0.00136384,,
1782,50,loam,moderate,41.375,23.625,14.39303944,0,0.006377551,,
1783,50,loam,moderate,41.375,23.625,14.39303944,0,0.005,,
1784,50,loam,moderate,41.375,23.625,14.39303944,-0.029413885,0.000340914,,
1785,50,loam,moderate,41.375,23.625,14.39303944,0,0.00032,,
1786,50,loam,moderate,41.375,23.625,14.39303944,-0.022472856,0.001285647,,
1787,50,loam,moderate,41.375,23.625,14.39303944,-0.022989518,0.001703023,,
1788,162,loam,moderate,37,24.16666667,14,,,,
1789,162,loam,moderate,37,24.16666667,14,,,,
1790,35,loam,moderate,38.375,21.08333333,14.6,-0.187211542,0.008292011,,
1791,35,loam,moderate,38.375,21.08333333,14.6,-0.128992121,0.000496424,,
1792,35,loam,moderate,38.375,21.08333333,14.6,-0.532464799,0.000774417,,
1793,35,loam,moderate,38.375,21.08333333,14.6,-0.581173509,0.000718281,,
1794,38,sandy,low,52.875,14.375,8.701336426,-0.431440595,0.014400539,,
1795,38,sandy,low,52.875,14.375,8.701336426,-0.131852131,0.00307216,,
1796,38,sandy,low,52.875,14.375,8.701336426,-0.014458083,0.000666591,,
1797,38,sandy,low,52.875,14.375,8.701336426,0.029475818,0.003931537,,
1798,38,sandy,low,52.875,14.375,8.701336426,0.08912778,0.003409908,,
1799,38,sandy,low,52.875,14.375,8.701336426,0.00836825,0.004636149,,
1800,38,sandy,low,52.875,14.375,8.701336426,0.020040751,0.003213806,,
1801,38,sandy,low,52.875,14.375,8.701336426,0.079406778,0.007226598,,
1802,38,sandy,low,52.875,14.375,8.701336426,0.132059722,0.020793292,,
1803,38,sandy,low,52.875,14.375,8.701336426,-0.042111485,0.00696734,,
1804,38,sandy,low,52.875,14.375,8.701336426,0.025063969,0.002496094,,
1805,38,sandy,low,52.875,14.375,8.701336426,0,0.00235649,,
1806,38,sandy,low,52.875,14.375,8.701336426,0.015113638,0.01093548,,
1807,38,sandy,low,52.875,14.375,8.701336426,0.014252023,0.002212015,,
1808,163,sandy,low,66,15.5,4.06032483,0.169200469,0.011456953,,
1809,163,sandy,low,66,15.5,4.06032483,-0.044650274,0.011456953,,
1810,163,sandy,low,66,15.5,4.06032483,-0.056131456,0.011456953,,
1811,131,loam,high,22.625,25.5,19.90552204,0.045985113,0.011456953,,
1812,125,clay loam,low,31.95833333,29.08333333,8.554148492,-1.189374005,0.011456953,-0.021739987,0.004364336
1813,125,clay loam,low,31.95833333,29.08333333,8.554148492,-0.322516025,0.011456953,-0.0609607,0.004364336
1814,35,loam,moderate,38.375,21.25,11.9,0.429856561,0.000892724,,
1815,35,loam,moderate,38.375,21.25,11.9,0.245122458,0.000737301,,
1816,35,loam,moderate,38.375,21.25,11.9,0.215708573,0.00075427,,
1817,35,loam,moderate,38.375,21.25,11.9,0.458574933,0.000837125,,
1818,35,loam,moderate,38.375,21.25,11.9,0.283126256,0.000690975,,
1819,35,loam,moderate,38.375,21.25,11.9,0.197359434,0.000737794,,
1820,164,loam,low,41.20833333,25.79166667,6.7,0.043571248,0.011456953,,
1821,164,loam,low,41.20833333,25.79166667,6.7,0.102190941,0.011456953,,
1822,164,loam,low,41.20833333,25.79166667,6.7,0.09763847,0.011456953,,
1823,164,loam,low,41.20833333,25.79166667,6.7,0.122527491,0.011456953,,
1824,165,clay loam,high,32,28.25,19.26025242,,,0.15415068,0.003273252
1825,165,clay loam,moderate,31.9375,29.0625,17.02097912,,,0.043172172,0.003273252
1826,165,clay loam,moderate,31.375,30.875,14.96844548,,,0.0422896,0.003273252
1827,165,clay loam,high,31.66666667,29.83333333,18.01540603,,,0.065851473,0.003273252
1828,165,clay loam,high,31.66666667,29.83333333,18.01540603,,,0.06830977,0.003273252
1829,166,loam,high,43.06,22.53,26.17,0.200670695,0.008592715,,
1830,161,loam,high,34,26.66666667,20.8359536,-0.010735751,0.001650252,-0.00643089,0.003273252
1831,161,loam,high,34,26.25,22.20542924,0.00351769,0.010260075,,
1832,161,loam,high,34,26.25,22.20542924,,,,
1833,161,loam,high,34,26.25,22.20542924,,,,
1834,19,clay loam,high,35,29,19.06027842,,,0.250022969,0.003273252
1835,19,clay loam,high,35,29,19.06027842,,,-0.022424859,0.003273252
1836,19,clay loam,high,35,29,19.06027842,,,0.125469469,0.003273252
1837,19,clay loam,high,35,29,19.06027842,,,0.038318864,0.003273252
1838,38,sandy,low,53,14,8.098793502,-0.038048698,0.0099383,0.21007147,0.012567254
1839,167,loam,high,36,19.5,28,,,,
1840,167,loam,high,36,19.5,28,,,,
1841,167,loam,high,36,19.5,28,,,,
1842,167,loam,high,36,19.5,28,,,,
1843,168,loam,high,23.2,6.8,20.12761021,0.235870106,0.011456953,,
1844,168,loam,high,23.2,6.8,20.12761021,0.148504934,0.011456953,,
1845,168,loam,high,23.2,6.8,20.12761021,0.173663494,0.011456953,,
1846,169,clay loam,high,67,21,27,0.036701367,0.073091591,,
1847,169,clay loam,high,67,21,27,-0.518488497,0.220227816,,
1848,169,clay loam,high,67,21,27,-0.095881771,0.008961283,,
1849,169,clay loam,high,67,21,27,-0.234400706,0.06317571,,
1850,170,loam,moderate,43.5,25.5,10.32482599,0.024786779,0.011456953,0.085990448,0.004364336
1851,170,loam,moderate,43.5,25.5,10.32482599,0.058123199,0.011456953,0.078471615,0.004364336
1852,170,loam,moderate,43.5,25.5,10.32482599,0.025927378,0.011456953,0.089948237,0.004364336
1853,170,loam,moderate,43.5,25.5,10.32482599,0.052980426,0.011456953,0.079137321,0.004364336
1854,171,clay,high,3,72,27,-0.088468907,0.016214922,,
1855,171,clay,high,3,72,27,-0.188967627,0.044554457,,
1856,172,clay loam,moderate,55.01,27.78,10.9,0.101657169,0.000523656,0.031828482,6.13E-05
1857,173,sandy,high,56.5,9.5,19.38500129,,,0.018462063,0.003273252
1858,173,sandy,high,56.5,9.5,19.38500129,,,-0.006472515,0.003273252
1859,174,clay loam,moderate,37.2,32.8,16.65981439,,,,
1860,174,clay loam,moderate,37.2,32.8,16.65981439,,,,
1861,174,clay loam,moderate,37.2,32.8,16.65981439,,,,
1862,174,clay loam,moderate,37.2,32.8,16.65981439,,,,
1863,174,clay loam,moderate,37.2,32.8,16.65981439,,,,
1864,174,clay loam,moderate,37.2,32.8,16.65981439,,,,
1865,106,loam,low,33.875,25,8.64269142,,,0.153235976,0.001672177
1866,106,loam,low,33.875,25,8.64269142,,,0.00882858,0.003422853
1867,106,loam,low,33.875,25,8.64269142,,,0.083354654,0.00937449
1868,175,loam,moderate,29,14.42,13.39907193,,,0.093685484,0.003273252
1869,175,loam,moderate,29,14.42,13.39907193,,,0.081872534,0.003273252
1870,175,loam,moderate,29,14.42,13.39907193,,,0.205980531,0.003273252
1871,175,loam,moderate,29,14.42,13.39907193,,,0.076039807,0.003273252
1872,175,loam,moderate,28.75,14.42,13.39907193,,,-0.025733695,0.003273252
1873,175,loam,moderate,28.75,14.42,13.39907193,,,-0.039696502,0.003273252
1874,175,loam,moderate,28.75,14.42,13.39907193,,,-0.03679434,0.003273252
1875,175,loam,moderate,28.75,14.42,13.39907193,,,-0.05709682,0.003273252
1876,176,clay loam,moderate,3.6,29.6,16.72,,,0.076619037,0.003273252
1877,176,clay loam,moderate,3.6,29.6,16.72,,,0.053915359,0.003273252
1878,176,clay loam,moderate,3.6,29.6,16.72,,,0.07928784,0.003273252
1879,176,clay loam,moderate,3.6,29.6,16.72,,,0.072072348,0.003273252
1880,176,clay loam,moderate,3.6,29.6,16.72,,,-0.067468868,0.003273252
1881,176,clay loam,moderate,3.6,29.6,16.72,,,0.147007792,0.003273252
1882,177,loam,moderate,27,25.5,15.28051044,,,,
1883,177,loam,moderate,27,25.5,15.28051044,,,,
1884,177,loam,moderate,27,25.5,15.28051044,,,,
1885,177,loam,moderate,27,25.5,15.28051044,,,,
1886,177,loam,moderate,27,25.5,15.28051044,,,,
1887,177,loam,moderate,27,25.5,15.28051044,,,,
1888,177,loam,moderate,27,25.5,15.28051044,,,,
1889,178,loam,low,40,20.25,8.478941434,,,,
1890,178,loam,low,40,20.25,8.478941434,,,,
1891,178,loam,low,40,20.25,8.478941434,,,,
1892,178,loam,low,40,20.25,8.478941434,,,,
1893,178,loam,low,40,20.25,8.478941434,,,,
1894,178,loam,low,40,20.25,8.478941434,,,,
1895,178,loam,low,40,20.25,8.478941434,,,,
1896,177,loam,moderate,27,25.5,15.28051044,,,,
1897,177,loam,moderate,27,25.5,15.28051044,,,,
1898,177,loam,moderate,27,25.5,15.28051044,,,,
1899,177,loam,moderate,27,25.5,15.28051044,,,,
1900,177,loam,moderate,27,25.5,15.28051044,,,,
1901,177,loam,moderate,27,25.5,15.28051044,,,,
1902,177,loam,moderate,27,25.5,15.28051044,,,,
1903,178,loam,low,40,20.25,8.478941434,,,,
1904,178,loam,low,40,20.25,8.478941434,,,,
1905,178,loam,low,40,20.25,8.478941434,,,,
1906,178,loam,low,40,20.25,8.478941434,,,,
1907,178,loam,low,40,20.25,8.478941434,,,,
1908,178,loam,low,40,20.25,8.478941434,,,,
1909,178,loam,low,40,20.25,8.478941434,,,,
1910,177,loam,moderate,27,25.5,15.28051044,,,,
1911,177,loam,moderate,27,25.5,15.28051044,,,,
1912,177,loam,moderate,27,25.5,15.28051044,,,,
1913,177,loam,moderate,27,25.5,15.28051044,,,,
1914,177,loam,moderate,27,25.5,15.28051044,,,,
1915,177,loam,moderate,27,25.5,15.28051044,,,,
1916,177,loam,moderate,27,25.5,15.28051044,,,,
1917,178,loam,low,40,20.25,8.478941434,,,,
1918,178,loam,low,40,20.25,8.478941434,,,,
1919,178,loam,low,40,20.25,8.478941434,,,,
1920,178,loam,low,40,20.25,8.478941434,,,,
1921,178,loam,low,40,20.25,8.478941434,,,,
1922,178,loam,low,40,20.25,8.478941434,,,,
1923,178,loam,low,40,20.25,8.478941434,,,,
1924,179,clay,moderate,44.5,41.25,16.54798144,,,,
1925,179,clay,moderate,44.5,41.25,16.54798144,,,,
1926,179,clay,moderate,43.5,41.75,16.98292343,,,,
1927,179,clay,moderate,43.5,41.75,16.98292343,,,,
1928,179,clay,moderate,42.5,43,16.49600928,,,,
1929,179,clay,moderate,42.5,43,16.49600928,,,,
1930,179,clay,moderate,41.5,45,14.20798144,,,,
1931,179,clay,moderate,41.5,45,14.20798144,,,,
1932,180,loam,low,39,17.375,9,,,-0.038995767,0.001244711
1933,180,loam,low,39,17.375,9,,,,
1934,180,loam,low,39,17.375,9,,,,
1935,180,loam,low,39,20,9,,,0.157657404,0.005004597
1936,180,loam,low,39,20,9,,,,
1937,180,loam,low,39,20,9,,,,
1938,5,loam,moderate,19.29166667,15.58333333,11.66459397,,,0.207639365,0.030441333
1939,181,loam,high,42.9,24.2,19.14821346,,,-0.037179003,0.000147562
1940,182,loam,high,13.3,24,18.10821346,,,0.070951736,0.000350901
1941,183,loam,high,17.8,27.1,17.9162877,,,0.128380952,0.002742712
1942,184,sandy,moderate,65,13.2,12.67633411,,,0.151805713,0.000622822
1943,181,loam,high,42.9,24.2,18.64540324,,,0.182321556,0.001595793
1944,182,loam,moderate,13.3,24,17.22552204,,,0.503103578,0.002152664
1945,183,loam,moderate,17.8,27.1,16.9162413,,,0.217723484,0.0028215
1946,184,sandy,moderate,65,13.2,13.87526682,,,0.336472237,0.002405442
1947,185,loam,moderate,31,9,11.3,,,0.048318577,0.004364336
1948,185,loam,moderate,31,9,11.3,,,0.096228032,0.004364336
1949,185,loam,moderate,31,9,11.3,0.025299506,0.011456953,0.028987537,0.004364336
1950,185,loam,moderate,31,9,11.3,0.014561084,0.011456953,0.144394505,0.004364336
1951,185,loam,moderate,36.125,23.375,10.07090487,,,0.171850257,0.004364336
1952,185,loam,moderate,36.125,23.375,10.07090487,,,0.08594243,0.004364336
1953,185,loam,moderate,36.125,23.375,10.07090487,,,0.101352494,0.004364336
1954,185,loam,moderate,36.125,23.375,10.07090487,,,0.092018899,0.004364336
1955,186,clay,moderate,25.5,59.5,11.13333333,,,0.056797598,0.000439352
1956,11,loam,moderate,40,23,11.4,,,0.184785046,0.00073851
1957,11,loam,moderate,40,23,11.4,,,0.104302874,0.000903645
1958,11,loam,moderate,40,23.16666667,11.86426914,,,-0.004566218,0.001133501
1959,11,loam,moderate,40,23.16666667,11.86426914,,,-0.051413191,0.001158704
1960,11,loam,moderate,40,23,11.4,,,0.178533122,0.001496124
1961,11,loam,moderate,40,23,11.4,,,0.166785556,0.001056944
1962,11,loam,moderate,40,23.16666667,11.86426914,,,0.045359249,0.000558954
1963,11,loam,moderate,40,23.16666667,11.86426914,,,-0.052392934,0.000728964
1964,11,loam,moderate,40,23,11.4,,,0.191688599,0.000350151
1965,11,loam,moderate,40,23,11.4,,,0.151806013,0.000356911
1966,11,loam,moderate,40,23.16666667,11.86426914,,,0.052431363,0.000831314
1967,11,loam,moderate,40,23.16666667,11.86426914,,,-0.02515856,0.000590794
1968,11,loam,moderate,40,23,11.4,,,0.158627068,0.000420335
1969,11,loam,moderate,40,23,11.4,,,0.130012813,0.000237089
1970,11,loam,moderate,40,23.16666667,11.86426914,,,0.078552765,0.000368576
1971,11,loam,moderate,40,23.16666667,11.86426914,,,0.050325084,0.000266172
1972,11,loam,moderate,40,23,11.4,,,0.170051464,0.000675761
1973,11,loam,moderate,40,23,11.4,,,0.15623909,0.000114458
1974,11,loam,moderate,40,23.16666667,11.86426914,,,0.058228505,0.000485877
1975,11,loam,moderate,40,23.16666667,11.86426914,,,0.037819633,0.00033096
1976,187,loam,high,45,3,31.74821346,,,,
1977,188,clay loam,moderate,52,33,16.08,,,0.20329468,0.003273252
1978,188,clay loam,moderate,52,33,16.08,,,0.039665256,0.003273252
1979,188,clay loam,moderate,52,33,16.08,,,0.050715093,0.003273252
1980,188,clay loam,moderate,52,33,15.65605569,,,0.05092009,0.003273252
1981,188,clay loam,moderate,52,33,15.65605569,,,0.014815086,0.003273252
1982,188,clay loam,moderate,52,33,15.65605569,,,0.036634133,0.003273252
1983,188,clay loam,moderate,51.5,33.75,14.14023202,,,0.026433257,0.003273252
1984,188,clay loam,moderate,51.5,33.75,14.14023202,,,0.068992871,0.003273252
1985,188,clay loam,moderate,51.5,33.75,14.14023202,,,0.077291674,0.003273252
1986,189,loam,moderate,28,25,10.3964362,-0.016609458,0.004789141,,
1987,189,loam,moderate,28,25,10.3964362,0.179001821,0.005606207,,
1988,38,sandy,low,53,14,9.206431554,-0.094081099,0.001603887,,
1989,38,sandy,low,53,14,9.206431554,-0.045446847,0.001679282,,
1990,190,loam,high,31.25,24,18.76455684,0.061840511,0.002179492,,
1991,190,loam,high,31.25,24,18.76455684,-0.285647484,0.009062771,,
1992,191,clay loam,moderate,44.25,37,11.83294664,,,0.077159081,0.004364336
1993,191,clay loam,moderate,44.25,37,11.83294664,,,0.134867398,0.004364336
1994,191,clay loam,moderate,44.25,37,11.83294664,,,0.062196208,0.004364336
1995,191,clay loam,moderate,44.25,37,11.83294664,,,-2.833213344,0.004364336
1996,191,clay loam,moderate,44.25,37,11.83294664,,,-0.005420067,0.004364336
1997,191,clay loam,moderate,44.75,37,10.78886311,,,0.005763705,0.004364336
1998,191,clay loam,moderate,44.75,37,10.78886311,,,0.011494379,0.004364336
1999,191,clay loam,moderate,44.75,37,10.78886311,,,0.045205437,0.004364336
2000,191,clay loam,moderate,44.75,37,10.78886311,,,0.098981834,0.004364336
2001,191,clay loam,moderate,44.75,37,10.78886311,,,0.066691374,0.004364336
2002,191,clay loam,moderate,44.75,37.5,9.51276102,,,-0.043083586,0.004364336
2003,191,clay loam,moderate,44.75,37.5,9.51276102,,,-0.024391453,0.004364336
2004,191,clay loam,moderate,44.75,37.5,9.51276102,,,-0.068562671,0.004364336
2005,191,clay loam,moderate,44.75,37.5,9.51276102,,,0.075398017,0.004364336
2006,191,clay loam,moderate,44.75,37.5,9.51276102,,,-0.057819571,0.004364336
2007,38,sandy,low,55.4,7.9,8.2,-0.070505613,0.002107482,,
2008,38,sandy,low,55.4,7.9,8.2,0.012141045,0.002165214,,
2009,38,sandy,low,55.4,7.9,8.2,-0.050912542,0.004039865,,
2010,38,sandy,low,65.4,8.1,8.6,0.004210171,0.006317342,,
2011,38,sandy,low,65.4,8.1,8.6,0.071595532,0.005467909,,
2012,38,sandy,low,65.4,8.1,8.6,-0.009255721,0.008928774,,
2013,38,sandy,moderate,56.7,13.3,9.7,0.08929759,0.001369736,,
2014,38,sandy,moderate,56.7,13.3,9.7,-0.02059204,0.003274957,,
2015,38,sandy,moderate,56.7,13.3,9.7,0.019428566,0.001368626,,
2016,38,sandy,low,55.9,12.9,6.5,-0.039127128,0.000808463,,
2017,38,sandy,low,55.9,12.9,6.5,-0.067957242,0.002722285,,
2018,38,sandy,low,55.9,12.9,6.5,-0.091368497,0.001567313,,
2019,38,sandy,low,74.1,9.7,5.8,-0.017128794,0.006186394,,
2020,38,sandy,low,74.1,9.7,5.8,0.052985822,0.003602826,,
2021,38,sandy,low,74.1,9.7,5.8,-0.075381836,0.007217118,,
2022,38,sandy,low,64.3,14.9,5.8,0.12737152,0.056943265,,
2023,38,sandy,low,64.3,14.9,5.8,-0.140419877,0.047876623,,
2024,38,sandy,low,64.3,14.9,5.8,0.040252705,0.054366917,,
2025,38,sandy,low,60.6,3.3,6.9,0.249795825,0.001236151,,
2026,38,sandy,low,60.6,3.3,6.9,0.068986127,0.002997221,,
2027,38,sandy,low,60.6,3.3,6.9,0.063874416,0.001270262,,
2028,38,sandy,low,63.4,8.6,7.1,0.149128281,0.003655695,,
2029,38,sandy,low,63.4,8.6,7.1,0.130489133,0.003225204,,
2030,38,sandy,low,63.4,8.6,7.1,0.176327137,0.00228999,,
2031,38,sandy,low,57.8,8.4,6.8,0.19860588,0.004098693,,
2032,38,sandy,low,57.8,8.4,6.8,-0.010197548,0.008671413,,
2033,38,sandy,low,57.8,8.4,6.8,0.016647233,0.007571473,,
2034,72,sandy,low,78.5,12.6,3.6,,,0.167054085,0.004364336
2035,72,sandy,low,78.5,12.6,3.6,,,0.0719735,0.004364336
2036,72,sandy,low,78.5,12.6,3.6,,,0.15415068,0.004364336
2037,72,sandy,low,78.5,12.6,3.6,,,0.082691716,0.004364336
2038,72,sandy,low,78.5,12.6,3.6,,,0.050010421,0.004364336
2039,72,sandy,low,78.5,12.6,3.6,,,0.088947486,0.004364336
2040,192,clay,moderate,15,63,16.52580046,,,,
2041,192,clay,moderate,15,63,16.52580046,,,,
2042,192,clay,moderate,15,63,16.52580046,,,,
2043,192,clay,moderate,15,63,16.52580046,,,,
2044,192,clay,moderate,15,63,16.52580046,,,-0.03373814,0.000743848
2045,192,clay,moderate,15,63,16.52580046,,,-0.045052664,0.003299783
2046,192,clay,moderate,15,63,16.52580046,,,-0.009523882,0.003284534
2047,192,clay,moderate,15,63,16.52580046,,,0.03509132,0.001572775
2048,192,clay,moderate,42.5,40.25,13.1912297,,,,
2049,192,clay,moderate,42.5,40.25,13.1912297,,,,
2050,192,clay,moderate,42.5,40.25,13.1912297,,,,
2051,192,clay,moderate,42.5,40.25,13.1912297,,,,
2052,192,clay,moderate,42.5,40.25,13.1912297,,,-0.019901154,0.000792295
2053,192,clay,moderate,42.5,40.25,13.1912297,,,-0.041964199,0.002447839
2054,192,clay,moderate,42.5,40.25,13.1912297,,,0,0.003940792
2055,192,clay,moderate,42.5,40.25,13.1912297,,,-0.018519048,0.003575947
2056,192,clay,moderate,41.5,42.75,13.72,,,,
2057,192,clay,moderate,41.5,42.75,13.72,,,,
2058,192,clay,moderate,41.5,42.75,13.72,,,,
2059,192,clay,moderate,41.5,42.75,13.72,,,,
2060,192,clay,moderate,41.5,42.75,13.72,,,-0.049029427,0.000770322
2061,192,clay,moderate,41.5,42.75,13.72,,,0.009434032,0.006187777
2062,192,clay,moderate,41.5,42.75,13.72,,,0,0.0069161
2063,192,clay,moderate,41.5,42.75,13.72,,,-0.037563102,0.006016684
2064,193,clay loam,moderate,62,27,11.67317866,,,,
2065,193,clay loam,moderate,53.5,32.5,15.04554245,,,,
2066,193,clay,moderate,50.5,35.5,15.76210857,,,,
2067,193,clay loam,moderate,62,27,11.67317866,,,-0.029852963,0.006766025
2068,193,clay loam,moderate,53.5,32.5,15.04554245,,,-0.030536724,0.021261002
2069,193,clay,moderate,50.5,35.5,15.76210857,,,-0.040409538,0.026796078
2070,43,clay loam,high,41,32.6,23.08,,,0.230486286,0.002618601
2071,43,clay loam,high,41,32.6,23.08,,,0.059905429,0.002618601
2072,43,clay loam,high,41,32.6,23.08,,,0.011352637,0.002618601
2073,43,clay loam,high,41,32.6,23.08,,,0.011660843,0.002618601
2074,43,clay loam,high,41,32.6,23.08,,,0.043717934,0.002618601
2075,43,clay loam,high,41,32.6,23.08,,,-0.024713657,0.002618601
2076,194,loam,moderate,29.3,22.3,13.9600464,,,0.150480951,0.004364336
2077,194,loam,moderate,29.3,22.3,13.9600464,,,0.090514008,0.004364336
2078,194,loam,moderate,29.3,22.3,13.9600464,,,0.117783036,0.004364336
2079,104,loam,low,8,25,8.516148492,,,0.170957798,0.000367867
2080,104,loam,low,8,25,8.516148492,,,0.152016207,0.001544917
2081,195,loam,moderate,38.875,25,17.3,,,0.018729523,0.004364336
2082,144,clay loam,moderate,31.95833333,27.75,13.1,,,0.386075586,0.004364336
2083,196,loam,moderate,42,22.5,10.84055685,0.131677824,0.000981344,0.281167392,0.005212915
2084,196,loam,moderate,42,22.5,11.69483372,,,0.278902385,0.005294546
2085,197,clay,high,14,72,19,,,0.11868597,0.004364336
2086,197,clay,high,14,72,19,,,0.024097552,0.004364336
2087,197,clay,high,14,72,19,,,0.035932009,0.004364336
2088,197,clay,high,14,72,19,,,0.221516212,0.004364336
2089,197,clay,high,14,72,19,,,0.051496526,0.004364336
2090,197,clay,high,14,72,19,,,0.178965849,0.004364336
2091,197,clay,high,14,72,19,,,-0.028027312,0.004364336
2092,197,clay,high,14,72,19,,,-0.064873586,0.004364336
2093,197,clay,high,14,72,19,,,0.075004914,0.004364336
2094,197,clay,high,14,72,19,,,-0.16340611,0.004364336
2095,197,clay,high,14,72,19,,,0.130879575,0.004364336
2096,197,clay,high,14,72,19,,,0.012631747,0.004364336
2097,197,clay,high,14,72,19,,,0.020965128,0.004364336
2098,197,clay,high,14,72,19,,,0.188657375,0.004364336
2099,197,clay,high,14,72,19,,,0.08524428,0.004364336
2100,197,clay,high,14,72,19,,,0.09531018,0.004364336
2101,197,clay,high,14,72,19,,,0.046883586,0.004364336
2102,197,clay,high,14,72,19,,,0.141499562,0.004364336
2103,197,clay,high,14,72,19,,,0.172271221,0.004364336
2104,197,clay,high,14,72,19,,,0.091667189,0.004364336
2105,197,clay,high,14,72,19,,,0.148096171,0.004364336
2106,197,clay,high,14,72,19,,,0.059242834,0.004364336
2107,197,clay,high,14,72,19,,,0.085445206,0.004364336
2108,197,clay,high,14,72,19,,,0.059242834,0.004364336
2109,197,clay,high,14,72,19,,,0.148096171,0.004364336
2110,197,clay,high,14,72,19,,,0.074107972,0.004364336
2111,197,clay,high,14,72,19,,,0.162518929,0.004364336
2112,197,clay,high,14,72,19,,,0.154796883,0.004364336
2113,197,clay,high,14,72,19,,,0.192824279,0.004364336
2114,197,clay,high,14,72,19,,,0.139171566,0.004364336
2115,198,loam,moderate,35,21,16.56055684,0.06105182,0.000209778,0.086328084,0.001173262
2116,198,loam,high,35,21.84375,19.58654292,,,0.090971778,0.004572186
