ID,study,texture,SOC_categorical,sand,clay,SOC,rryield,varyield,rrSOC,varSOC
2117,198,loam,high,35.75,24.46875,18.73266821,,,-0.319770387,0.042721442
2118,198,loam,high,35,21.375,20.80114978,0.132621888,0.007439203,,
2119,198,loam,high,35,21.375,20.80114978,-0.01092907,0.000768672,,
2120,198,loam,high,35,21.375,20.80114978,0.052518035,0.000732433,,
2121,198,loam,high,35,21.375,20.80114978,0.018433702,0.000258554,,
2122,198,loam,high,35,21.375,20.80114978,0.11095707,0.002538409,,
2123,199,clay,high,24,63,17.95752204,,,0.003518034,0.003273252
2124,199,clay,high,24,63,17.95752204,,,0.035486199,0.003273252
2125,199,clay,high,24,63,17.95752204,,,0.0179492,0.003273252
2126,199,clay,high,24,63,17.95752204,,,0.101991328,0.003273252
2127,199,clay,high,24,63,19.26552204,,,-0.015094626,0.003273252
2128,199,clay,high,24,63,19.26552204,,,-0.031311995,0.003273252
2129,199,clay,high,24,63,19.26552204,,,0.004150614,0.003273252
2130,199,clay,high,24,63,19.26552204,,,-0.002081785,0.003273252
2131,200,clay loam,moderate,50.75,23,10.98032483,,,-0.00486619,0.002011313
2132,200,clay loam,moderate,50.75,23,10.98032483,,,-0.00486619,0.002011313
2133,200,clay loam,moderate,50.75,23,10.98032483,,,0.033415997,0.001948173
2134,200,clay loam,moderate,50.75,23,10.98032483,,,-0.024571261,0.002045747
2135,200,clay loam,moderate,50.75,23,10.98032483,,,0.053281366,0.002013838
2136,200,clay loam,moderate,50.75,23,10.98032483,,,0.062671107,0.001998936
2137,200,clay loam,moderate,50.75,23,10.98032483,,,0.081190155,0.001970353
2138,200,clay loam,moderate,50.75,23,10.98032483,,,0.043802622,0.002029168
2139,201,clay loam,moderate,41.875,35,10.17489559,,,0.026466573,0.001401532
2140,201,clay loam,moderate,41.875,35,10.17489559,,,0.030190972,0.001396469
2141,201,clay loam,moderate,41.875,35,10.17489559,,,0.033901552,0.001391462
2142,201,clay loam,moderate,41.875,35,10.17489559,,,0.063100706,0.001353333
2143,201,clay loam,moderate,41.875,35,10.17489559,,,0.043744549,0.001551577
2144,201,clay loam,moderate,41.875,35,10.17489559,,,0.059188872,0.001529012
2145,201,clay loam,moderate,41.875,35,10.17489559,,,0.085655445,0.001491926
2146,201,clay loam,moderate,41.875,35,10.17489559,,,0.093090423,0.001481857
2147,202,loam,moderate,29.75,25,11.80816705,,,,
2148,203,loam,moderate,30.25,26,15.8950348,,,,
2149,203,loam,moderate,30.25,26,11.37181439,,,,
2150,204,loam,moderate,27,23.25,11.37181439,,,,
2151,205,loam,high,15,21,17.732,,,-0.17979311,0.004364336
2152,205,loam,high,15,21,17.732,,,0.050010421,0.004364336
2153,205,loam,moderate,15,21,15.74609929,,,-0.043017385,0.004364336
2154,205,loam,moderate,15,21,15.74609929,,,0.034685558,0.004364336
2155,206,loam,moderate,23.625,27.375,12.99522042,,,0.106160196,0.004364336
2156,206,loam,moderate,23.625,27.375,12.99522042,,,0,0.004364336
2157,206,clay loam,moderate,22.95833333,28.04166667,12.74974478,,,-0.039413968,0.004364336
2158,206,clay loam,moderate,22.95833333,28.04166667,12.74974478,,,-0.085694721,0.004364336
2159,207,sandy,low,56.75,14.5,8.591470998,,,0.081917122,0.053348425
2160,207,sandy,low,56.75,14.5,8.591470998,,,-0.045809536,0.023644603
2161,207,sandy,low,55.6875,16.25,7.632,,,-0.176279242,0.150607912
2162,207,sandy,low,55.6875,16.25,7.632,,,0.049761509,0.034542783
2163,72,sandy,low,70.5,13.5,3.51,0.142316222,0.000970549,,
2164,72,sandy,low,70.5,13.5,3.51,0.124052649,0.00073386,,
2165,23,clay,high,10.8,65.5,17.86223202,,,,
2166,23,clay,high,10.8,65.5,17.86223202,,,,
2167,23,clay,high,10.8,65.5,17.86223202,,,,
2168,23,clay,high,10.8,65.5,17.86223202,,,,
2169,23,clay,high,10.8,65.5,17.86223202,,,,
2170,23,clay,high,10.8,65.5,17.86223202,,,,
2171,23,clay,moderate,10,65.5,17.3962877,,,,
2172,23,clay,moderate,10,65.5,17.3962877,,,,
2173,23,clay,moderate,10,65.5,17.3962877,,,,
2174,23,clay,moderate,10,65.5,17.3962877,,,,
2175,23,clay,moderate,10,65.5,17.3962877,,,,
2176,23,clay,moderate,10,65.5,17.3962877,,,,
2177,23,clay,high,10.8,65.5,17.86223202,,,0.102779869,0.003273252
2178,23,clay,high,10.8,65.5,17.86223202,,,0.116636903,0.003273252
2179,23,clay,high,10.8,65.5,17.86223202,,,0.107420248,0.003273252
2180,23,clay,high,10.8,65.5,17.86223202,,,0.102779869,0.003273252
2181,23,clay,high,10.8,65.5,17.86223202,,,0.116636904,0.003273252
2182,23,clay,high,10.8,65.5,17.86223202,,,0.107420249,0.003273252
2183,23,clay,moderate,10,65.5,17.3962877,,,0.011363759,0.003273252
2184,23,clay,moderate,10,65.5,17.3962877,,,-0.071035773,0.003273252
2185,23,clay,moderate,10,65.5,17.3962877,,,-0.0588405,0.003273252
2186,23,clay,moderate,10,65.5,17.3962877,,,0.011363759,0.003273252
2187,23,clay,moderate,10,65.5,17.3962877,,,-0.071035773,0.003273252
2188,23,clay,moderate,10,65.5,17.3962877,,,-0.0588405,0.003273252
2189,208,loam,low,37.5,25,2.5638051,0.239059007,0.00085449,-0.31481074,0.003603505
2190,208,loam,low,37.5,25,2.5638051,0.062196208,0.00044353,0.042863705,0.00136805
2191,208,loam,low,37.25,25,2.5638051,,,-0.505749471,0.004149122
2192,208,loam,low,37.25,25,2.5638051,,,-0.130265195,0.000686865
2193,208,loam,low,38,25,5.493039442,,,-0.376477571,0.004078541
2194,208,loam,low,38,25,5.493039442,,,-0.673729095,0.003501864
2195,208,loam,low,38.875,24.25,5.020143852,,,-0.269663567,0.003412223
2196,208,loam,low,38.875,24.25,5.020143852,,,-0.318453732,0.005566116
2197,208,loam,low,37.375,25,6.58,0.110795312,0.000793605,,
2198,208,loam,low,37.375,25,6.58,0.045280705,0.000975848,,
2199,208,loam,low,37.375,25,6.58,0.13775687,0.000233787,,
2200,208,loam,low,37.375,25,6.58,0.055350095,0.000461384,,
2201,208,loam,low,37.375,25,6.58,0.123213445,0.000611614,,
2202,208,loam,low,37.375,25,6.58,0.046580219,0.000376414,,
2203,208,loam,low,37.375,25,6.58,0.15415068,0.000375766,,
2204,208,loam,low,37.375,25,6.58,0.053642683,0.000311977,,
2205,209,loam,low,35,22.25,6.321349272,,,-0.055373049,0.004364336
2206,209,loam,low,35,22.25,6.321349272,,,-0.013267799,0.004364336
2207,209,loam,low,35,22.25,6.321349272,,,0.055721819,0.004364336
2208,209,loam,low,35,22.9375,7.34812065,,,-0.03501684,0.004364336
2209,209,loam,low,35,22.9375,7.34812065,,,-0.014834886,0.004364336
2210,209,loam,low,35,22.9375,7.34812065,,,0.01166842,0.004364336
2211,210,loam,low,51.25,16,7.596148492,,,0.022989518,0.003273252
2212,210,loam,low,51.25,16,7.596148492,,,-0.00332779,0.003273252
2213,210,loam,low,51.75,16,7.272,,,,
2214,210,loam,low,51.75,16,7.272,,,,
2215,210,loam,low,52,16.25,6.100185616,,,,
2216,210,loam,low,52,16.25,6.100185616,,,,
2217,210,loam,low,51.25,16,7.596148492,,,0.003395589,0.003273252
2218,210,loam,low,51.25,16,7.596148492,,,0.016863806,0.003273252
2219,210,loam,low,51.75,16,7.272,,,,
2220,210,loam,low,51.75,16,7.272,,,,
2221,210,loam,low,52,16.25,6.100185616,,,,
2222,210,loam,low,52,16.25,6.100185616,,,,
2223,211,sandy,low,54.25,16,7.086519206,,,-0.015113638,0.004364336
2224,211,sandy,low,54.25,16,7.086519206,,,-0.010050336,0.004364336
2225,211,sandy,low,54.75,16,6.9762413,,,,
2226,211,sandy,low,54.75,16,6.9762413,,,,
2227,211,sandy,low,55,16,6.3435302,,,,
2228,211,sandy,low,55,16,6.3435302,,,,
2229,211,sandy,low,54.25,16,7.086519206,,,0.02803922,0.004364336
2230,211,sandy,low,54.25,16,7.086519206,,,0.055313638,0.004364336
2231,211,sandy,low,54.75,16,6.9762413,,,,
2232,211,sandy,low,54.75,16,6.9762413,,,,
2233,211,sandy,low,55,16,6.3435302,,,,
2234,211,sandy,low,55,16,6.3435302,,,,
2235,212,loam,low,42,19.25,6.428185616,,,-0.045746022,0.003273252
2236,212,loam,low,42,19.25,6.428185616,,,-0.058594164,0.003273252
2237,212,loam,low,42,19.75,7.28,,,,
2238,212,loam,low,42,19.75,7.28,,,,
2239,212,loam,low,42,20,6.092064966,,,,
2240,212,loam,low,42,20,6.092064966,,,,
2241,212,loam,low,42,19.25,6.428185616,,,0.060064241,0.003273252
2242,212,loam,low,42,19.25,6.428185616,,,-0.084417342,0.003273252
2243,212,loam,low,42,19.75,7.28,,,,
2244,212,loam,low,42,19.75,7.28,,,,
2245,212,loam,low,42,20,6.092064966,,,,
2246,212,loam,low,42,20,6.092064966,,,,
2247,213,clay loam,moderate,8,37.9,11.97858933,0.214559808,0.005539569,,
2248,213,clay loam,moderate,8,37.9,11.97858933,0.16507975,0.0020424,,
2249,213,clay loam,moderate,8,37.9,11.97858933,0.16507975,0.02341396,,
2250,213,clay loam,moderate,8,37.9,11.97858933,0.345501643,0.039506381,,
2251,213,clay loam,moderate,8,37.9,11.97858933,0.356674944,0.00909465,,
2252,213,clay loam,moderate,8,37.9,11.97858933,0.510825624,0.005203662,,
2253,213,clay loam,moderate,8,37.9,11.97858933,-0.14562019,0.002130349,,
2254,213,clay loam,moderate,8,37.9,11.97858933,0.0893451,0.003162911,,
2255,213,clay loam,moderate,8,37.9,11.97858933,0.072103294,0.001357985,,
2256,213,clay loam,moderate,8,37.9,11.97858933,-0.071825735,0.002346546,,
2257,213,clay loam,moderate,8,37.9,11.97858933,0.184793746,0.001349747,,
2258,213,clay loam,moderate,8,37.9,11.97858933,0.085359849,0.002152377,,
2259,216,sandy,low,87.2,10.4,8.994,-0.020121403,0.008592715,,
2260,216,sandy,low,87.2,10.4,8.994,0.28718394,0.008592715,,
2261,216,sandy,low,87.2,10.4,8.994,0.347368828,0.008592715,,
2262,217,clay,high,11.2,64,19.4,0.427126605,0.011456953,,
2263,217,clay,high,11.2,64,19.4,0.253339951,0.011456953,,
2264,217,clay,high,11.2,64,19.4,0.297668538,0.011456953,,
2265,217,clay,high,11.2,64,19.4,-0.002962965,0.011456953,,
2266,217,clay,high,11.2,64,19.4,0.249998639,0.011456953,,
2267,217,clay,high,11.2,64,19.4,0.032026027,0.011456953,,
2268,217,clay,high,11.2,64,19.4,0.170008297,0.011456953,,
2269,217,clay,high,11.2,64,19.4,0.340460278,0.011456953,,
2270,217,clay,high,11.2,64,19.4,0.342944751,0.011456953,,
2271,217,clay,high,11.2,64,19.4,0.114410351,0.011456953,,
2272,217,clay,high,11.2,64,19.4,0.081948075,0.011456953,,
2273,217,clay,high,11.2,64,19.4,-0.065457217,0.011456953,,
2274,218,sandy,moderate,64.2,19.8,9.34,0.286165455,0.011456953,-0.09237332,0.004364336
2275,218,sandy,moderate,64.2,19.8,9.34,0.194131422,0.011456953,0.405465108,0.004364336
2276,218,sandy,moderate,64.2,19.8,9.34,0.222139703,0.011456953,0.162518929,0.004364336
2277,218,sandy,moderate,64.2,19.8,9.34,0.234285265,0.011456953,-0.159064695,0.004364336
2278,217,clay,high,11,62,20.9,0.573482677,0.011456953,,
2279,217,clay,high,11,62,20.9,0.619039208,0.011456953,,
2280,217,clay,high,11,62,20.9,0.855854062,0.011456953,,
2281,217,clay,high,11,62,20.9,0.810094445,0.011456953,,
2282,217,clay,high,11,62,20.9,0.711769693,0.011456953,,
2283,217,clay,high,11,62,20.9,0.810930216,0.011456953,,
2284,217,clay,high,11,62,20.9,0.937124819,0.011456953,,
2285,217,clay,high,11,62,20.9,1.214444104,0.011456953,,
2286,217,clay,high,11,62,20.9,1.076438431,0.011456953,,
2287,217,clay,high,11,62,20.9,1.025852935,0.011456953,,
2288,219,sandy,low,64.2,19.8,8.4,0.061750421,0.011456953,0.030771659,0.004364336
2289,219,sandy,low,64.2,19.8,8.4,0.101138756,0.011456953,0.089612159,0.004364336
2290,219,sandy,low,64.2,19.8,8.4,0.249678115,0.011456953,0.136132174,0.004364336
2291,219,sandy,low,64.2,19.8,8.4,0.121873295,0.011456953,0.126999691,0.004364336
2292,219,sandy,low,64.2,19.8,8.4,0.102595156,0.011456953,0.171850257,0.004364336
2293,220,clay loam,high,37.625,36.125,26.12,0.042925045,0.008592715,,
2294,221,clay loam,high,49.5,29.375,25.40366589,0.000153245,0.008592715,,
2295,72,sandy,low,80.5,10.9,4.169805102,-0.062830579,0.011456953,,
2296,72,sandy,low,80.5,10.9,4.169805102,-0.049226941,0.011456953,,
2297,222,sandy,moderate,93,6,10,0.051735674,0.008592715,,
2298,222,sandy,moderate,93,6,10,0.030503454,0.008592715,,
2299,222,sandy,moderate,93,6,10,0.068519946,0.008592715,,
2300,222,sandy,moderate,93,6,10,-0.203827762,0.008592715,,
2301,222,sandy,moderate,93,6,10,-0.10697212,0.008592715,,
2302,222,sandy,moderate,93,6,10,0.014388737,0.008592715,,
