"","i","j","x"
"883",268,328,0.210592677707018
"884",284,328,0.259058600448268
"885",51,329,0.125469399794043
"886",111,329,0.126154640389034
"887",128,329,0.212155810775319
"888",180,329,0.205109448939217
"889",305,329,0.0128703392172967
"890",67,330,0.0758276749386724
"891",212,330,-0.0412639966005147
"892",249,330,0.197041478388759
"893",278,330,-0.180929531505451
"894",325,330,0.510221485782952
"895",104,331,0.023755659008579
"896",192,331,0.0432201373761758
"897",195,331,0.168696457393224
"898",207,331,-0.0229322788088588
"899",214,331,0.234372448637126
"900",245,331,-0.00596507048515826
"901",287,331,-0.113985088710189
"902",288,331,0.0669233185002847
"903",326,331,-0.042393993991736
"904",7,332,-0.101311440087904
"905",58,332,-0.0435656594435963
"906",191,332,0.044010946453196
"907",192,332,0.218675329255364
"908",195,332,0.184885457089033
"909",233,332,0.0697918729350193
"910",240,332,0.00299142272351988
"911",282,332,0.0632291628141203
"912",20,333,0.103560960728979
"913",28,333,0.249869546855746
"914",45,333,0.12874173288694
"915",167,333,-0.0213838113002555
"916",168,333,-0.142560456091998
"917",172,333,0.168410197397903
"918",230,333,0.113993105723131
"919",261,333,0.0431978921386913
"920",54,334,0.058870919716751
"921",84,334,-0.032149750978047
"922",104,334,-0.0174227919747074
"923",174,334,-0.0446811045482901
"924",202,334,0.183925788543696
"925",283,334,0.0062063536006674
"926",292,334,-0.0450993138319604
"927",296,334,-0.130930883135875
"928",302,334,0.00836526447559394
"929",326,334,0.0236984426022081
"930",102,335,-0.0920180693380964
"931",179,335,0.144110630724397
"932",236,335,0.303353425486557
"933",292,335,0.00815955552937869
"934",332,335,0.0207722041691419
"935",149,336,0.123826692245103
"936",190,336,0.131947005709273
"937",223,336,-0.000181986442071458
"938",321,336,0.305979043594626
"939",329,336,0.140327216614232
"940",8,337,0.00611386796269431
"941",11,337,0.127077328158283
"942",51,337,0.02481821499083
"943",105,338,0.158086790631379
"944",246,338,0.106456279742995
"945",262,338,0.551982238885336
"946",302,338,0.0718094842033008
"947",28,339,-0.0356154548649919
"948",84,339,-0.0242492542611187
"949",209,339,0.0175100110338325
"950",257,339,0.0197164453529534
"951",283,339,0.30429051588261
"952",310,339,0.0353620186235714
"953",12,340,-0.0229108855054795
"954",115,340,0.087519298029992
"955",175,340,0.383052047351083
"956",206,340,0.131190897123041
"957",223,340,-0.156546299342644
"958",255,340,-0.0426074298920889
"959",339,340,0.0291965517127876
"960",6,341,0.105020322462747
"961",69,341,-0.144330730530942
"962",87,341,0.176806882485598
"963",96,341,-0.0614807647959509
"964",148,341,0.173988096441922
"965",164,341,-0.000594505966845404
"966",171,341,0.0704179054859452
"967",205,341,0.207763459652952
"968",104,342,0.374853849406191
"969",169,342,0.152070064722556
"970",247,342,0.456549644532325
"971",272,342,0.444267769289743
"972",297,342,-0.218570804020643
"973",72,343,0.574946338098453
"974",121,343,-0.0768810803908598
"975",126,343,0.224849087396216
"976",179,343,0.00709719880009579
"977",182,343,0.0984280428127888
"978",212,343,-0.00346902206606775
"979",239,343,-0.0737520506599361
"980",7,344,-0.0291070843044589
"981",96,344,0.21651730754859
"982",97,344,0.130012105235839
"983",126,344,0.0486545586335901
"984",218,344,-0.290779697674494
"985",284,344,0.125188144608937
"986",328,344,0.0184952869447571
"987",343,344,0.0371596522565583
"988",81,345,-0.273075614333905
"989",123,345,0.00418459470780347
"990",140,345,0.0128978731444288
"991",198,345,-0.144253388939098
"992",214,345,-0.258654045729199
"993",26,346,0.15065842534064
"994",67,346,-0.0126866912852785
"995",173,346,-0.220232771764493
"996",177,346,0.0795779564407506
"997",26,347,-0.0150488020489996
"998",174,347,-0.0239655709258501
"999",184,347,0.0689096105768912
"1000",265,347,-0.113883830996227
"1001",302,347,0.242966293186725
"1002",338,347,0.0316008388388805
"1003",156,348,-0.00240146733359642
"1004",255,348,0.034396473227315
"1005",337,348,0.119252090310561
"1006",41,349,-0.0313809379638882
"1007",76,349,0.211630399269688
"1008",126,349,0.151424387375098
"1009",243,349,-0.011501517286712
"1010",276,349,0.124510809515496
"1011",324,349,0.0767522401943346
"1012",345,349,-4.24120119097426e-05
"1013",3,350,-0.0308842972531449
"1014",20,350,0.065813785369045
"1015",200,350,0.0731246587680676
"1016",244,350,0.193512044565507
"1017",272,350,-0.0326721891902325
"1018",279,350,0.0297406101644695
"1019",1,351,0.149953614086913
"1020",45,351,-0.164255979001782
"1021",92,351,0.382958023303082
"1022",103,351,0.113998630940161
"1023",134,351,0.0338609208838759
"1024",167,351,0.328298582896075
"1025",313,351,0.322853606443705
"1026",11,352,0.184895965345738
"1027",87,352,0.148626318167236
"1028",223,352,0.0252459952918762
"1029",260,352,-0.0792142903777304
"1030",328,352,-0.232937099931883
"1031",346,352,0.0522367939570171
"1032",51,353,0.077302460874804
"1033",224,353,0.0442866292027458
"1034",255,353,0.0407439865099115
"1035",257,353,0.0251004929007042
"1036",287,353,-0.14544621939854
"1037",329,353,0.0777146297033964
"1038",337,353,0.261532231325994
"1039",39,354,-0.0662095509950652
"1040",252,354,0.0511584333773907
"1041",260,354,0.20062605731995
"1042",265,354,0.0231269439603083
"1043",307,354,0.234128052351413
"1044",2,355,0.211183591508513
"1045",27,355,0.273907411152855
"1046",34,355,0.27182350052788
"1047",62,355,0.106158173296615
"1048",65,355,0.144390335764739
"1049",73,355,0.436825706802969
"1050",337,355,0.145756355812044
"1051",113,356,0.204287084412474
"1052",120,356,0.23270832192162
"1053",220,356,0.00861365505651579
"1054",244,356,0.145982138588353
"1055",297,356,-0.127691507817917
"1056",298,356,0.124451225505291
"1057",56,357,0.393159982063188
"1058",112,357,0.199874088808574
"1059",343,357,0.00407304544313541
"1060",348,357,0.177595257619991
"1061",60,358,-0.0763910034580514
"1062",93,358,0.104946177342658
"1063",101,358,-0.289858424733422
"1064",167,358,-0.0507340422749576
"1065",195,358,-0.0644185458244397
"1066",204,358,0.126719360034667
"1067",211,358,-0.0265307255584484
"1068",230,358,0.0248820135807953
"1069",275,358,-0.0868254723106132
"1070",59,359,0.178779125142505
"1071",145,359,0.0205201921963073
"1072",186,359,0.403734370165039
"1073",286,359,0.165355709604811
"1074",304,359,0.027947750757213
"1075",313,359,0.0830981026493013
"1076",72,360,0.246873678358008
"1077",113,360,0.153642689546565
"1078",174,360,0.136075163846374
"1079",214,360,0.0105854060696023
"1080",244,360,0.0231586539640519
"1081",328,360,0.0344924918860086
"1082",88,361,0.00436346895183642
"1083",104,361,-0.0119346880969248
"1084",202,361,0.0755338052647387
"1085",249,361,0.0670693241236672
"1086",260,361,-0.27980838628563
"1087",268,361,-0.0178070862378163
"1088",302,361,0.149628468453282
"1089",40,362,0.585481279278488
"1090",138,362,0.262996140738809
"1091",144,362,-0.139359883168672
"1092",251,362,0.558929214120349
"1093",290,362,0.00548644253622926
"1094",323,362,0.0240886759898333
"1095",60,363,-0.0068810251331296
"1096",98,363,0.209654260382216
"1097",242,363,0.202341542096948
"1098",286,363,-0.00594800593081291
"1099",295,363,0.277570917051463
"1100",299,363,0.0114510068015708
"1101",314,363,0.102573552625605
"1102",10,364,0.180424525733194
"1103",16,364,0.00418931306128612
"1104",18,364,-0.193083875305818
"1105",55,364,-0.0902994987562564
"1106",82,364,0.144637385319346
"1107",231,364,0.0849484695654227
"1108",253,364,0.0648111330386286
"1109",303,364,0.0380555465118458
"1110",46,365,0.0397754133372491
"1111",101,365,0.136126209783702
"1112",122,365,0.190156553696418
"1113",189,365,-0.0563419417621556
"1114",220,365,0.112738216657592
"1115",227,365,0.0285636499219251
"1116",262,365,0.0919464350275193
"1117",277,365,-0.0369859319111691
"1118",301,365,-0.0507171126868878
"1119",338,365,0.00381651998476962
"1120",87,366,0.223755376866503
"1121",126,366,0.0295635593114207
"1122",157,366,0.562609938906422
"1123",209,366,0.213650070079281
"1124",215,366,-0.0944387015782844
"1125",35,367,0.0379126130474924
"1126",129,367,0.0809328343573831
"1127",134,367,0.451264239418208
"1128",351,367,0.168369774620105
"1129",21,368,-0.211418524886966
"1130",130,368,-0.058317226790519
"1131",141,368,-0.0183037933362148
"1132",152,368,0.0854425678626042
"1133",254,368,-0.360360106015922
"1134",263,368,0.0467157535219087
"1135",32,369,-0.0618907916467416
"1136",71,369,-0.0750526635232709
"1137",125,369,-0.0164919445186924
"1138",257,369,0.0541235409055338
"1139",291,369,-0.00276992532387871
"1140",10,370,0.0727525177502862
"1141",22,370,0.248841236161886
"1142",108,370,-0.126192800840208
"1143",144,370,-0.230352981212746
"1144",220,370,0.0436946732752456
"1145",257,370,0.00489862059691376
"1146",30,371,0.0741278232079955
"1147",33,371,0.141934321715795
"1148",53,371,0.0512831045742432
"1149",55,371,0.364767719795309
"1150",95,371,0.0868848723449767
"1151",103,371,0.0580736262700561
"1152",133,371,0.400311909252045
"1153",134,371,0.127201340921454
"1154",304,371,0.0822947183020497
"1155",359,371,0.0651915729797391
"1156",364,371,-0.0344779143894903
"1157",21,372,-0.116061563472793
"1158",46,372,-0.00305537708930653
"1159",57,372,-0.129262630470637
"1160",93,372,0.0158649070914932
"1161",95,372,-0.139529743928808
"1162",121,372,0.0170335238447385
"1163",125,372,-0.0518234615355853
"1164",131,372,-0.0464310355792718
"1165",215,372,0.0497472542382498
"1166",267,372,0.11267396920042
"1167",312,372,-0.0633061854827416
"1168",16,373,-0.0925459103657199
"1169",35,373,0.207921242662603
"1170",77,373,0.211543804429903
"1171",167,373,0.022042596631161
"1172",213,373,0.104382708635978
"1173",359,373,0.209029765347963
"1174",367,373,0.105553505763494
"1175",15,374,0.00579793681488139
"1176",18,374,0.110983894770128
"1177",24,374,0.201833791311845
"1178",30,374,0.295301001667587
"1179",92,374,0.0175738822568073
"1180",134,374,0.119440814470267
"1181",144,374,0.0722784954354627
"1182",154,374,0.063270623041834
"1183",162,374,0.22303967333534
"1184",254,374,0.0254500586595276
"1185",286,374,0.128833641053554
"1186",371,374,0.000164167011705907
"1187",38,375,0.0445500924979624
"1188",74,375,-0.0566117829873988
"1189",88,375,0.00187358158616574
"1190",99,375,0.171835441191379
"1191",123,375,-0.130646276772704
"1192",177,375,-0.019502847716478
"1193",118,376,0.00549828320277634
"1194",207,376,0.013356261344362
"1195",234,376,0.491258674431236
"1196",271,376,-0.0981375200223774
"1197",295,376,0.042407319143566
"1198",318,376,0.338751860136097
"1199",6,377,0.144445188435214
"1200",12,377,0.0917636674975303
"1201",47,377,-0.236589572065731
"1202",115,377,-0.00239094723156885
"1203",218,377,0.021143242428187
"1204",248,377,-0.00756260664214969
"1205",249,377,-0.0484662559315672
"1206",344,377,-0.0100175681300646
"1207",38,378,0.0895352603506632
"1208",95,378,0.217740541097055
"1209",117,378,0.0661793657815166
"1210",134,378,0.0818059864105615
"1211",144,378,0.0257917853494897
"1212",269,378,0.0204436528512779
"1213",374,378,0.0960724978285137
"1214",194,379,-0.015524263906737
"1215",233,379,0.127555924664172
"1216",242,379,-0.00518848526823573
"1217",278,379,0.0564030948129673
"1218",300,379,-0.345051080465454
"1219",108,380,-0.121943055821114
"1220",151,380,-0.0136575799011612
"1221",156,380,0.168369247318706
"1222",252,380,0.109790035854376
"1223",348,380,-0.0504329530320701
"1224",140,381,-0.00506683560527232
"1225",179,381,-0.108373159720625
"1226",185,381,0.0208027809199776
"1227",189,381,0.18083842207105
"1228",204,381,0.176720785065928
"1229",261,381,0.093225567537351
"1230",267,381,0.013659839625285
"1231",361,381,-0.0554478692811575
"1232",36,382,0.0282979707594336
"1233",92,382,0.0162085679813507
"1234",107,382,-0.0213684478679456
"1235",186,382,0.0675020852394553
"1236",305,382,0.0187974667007424
"1237",308,382,0.0632476614987608
"1238",14,383,-0.00808043564138483
"1239",102,383,-0.0576260007392646
"1240",107,383,-0.0814225897805139
"1241",123,383,-0.0843731586917786
"1242",166,383,-0.0355636697773868
"1243",190,383,0.037770292959927
"1244",199,383,0.127176597735429
"1245",223,383,-0.00665870549398095
"1246",278,383,-0.00517964369456825
"1247",306,383,0.0774392270516892
"1248",327,383,0.0589152964826259
"1249",340,383,0.196587395574366
"1250",64,384,0.0677976753131875
"1251",208,384,0.208805001763622
"1252",209,384,-0.0298114044856428
"1253",216,384,0.120077398051629
"1254",236,384,-0.0742111014001197
"1255",255,384,-0.0746876690152609
"1256",261,384,0.157703429766993
"1257",30,385,0.0119916568458043
"1258",196,385,0.0511278533795677
"1259",304,385,0.238068987752003
"1260",333,385,-0.0499400884426036
"1261",359,385,0.182279490754631
"1262",371,385,0.0106770645587833
"1263",375,385,0.162693693297012
"1264",8,386,0.374599284038429
"1265",25,386,0.0574611137357592
"1266",41,386,0.0665966046948119
"1267",104,386,0.0621371445309275
"1268",187,386,0.0418950796056131
"1269",221,386,0.0309040943627341
"1270",226,386,0.0209003989939143
"1271",259,386,0.0167925309613967
"1272",382,386,-0.0137842294991201
"1273",37,387,-0.0637690066829474
"1274",110,387,0.339140900166372
"1275",189,387,0.178430053234324
"1276",293,387,0.177175802194547
"1277",326,387,0.0162142261914849
"1278",381,387,0.0169421706507471
"1279",99,388,0.0854893780786935
"1280",206,388,0.0284686864661334
"1281",250,388,-0.247316258013463
"1282",298,388,0.0479397608094606
"1283",347,388,-0.072247142075416
"1284",20,389,0.280576496803116
"1285",50,389,-0.0724003459169334
"1286",106,389,0.153962171751319
"1287",135,389,-0.0549508377525379
"1288",183,389,0.0564391481640507
"1289",211,389,-0.155159592217068
"1290",24,390,0.39578826552318
"1291",35,390,0.0562947990742581
"1292",55,390,0.0686632157964577
"1293",129,390,0.2287199496069
"1294",213,390,0.0536988750127367
"1295",221,390,-0.0133966554870537
"1296",319,390,-0.0712807043091134
"1297",373,390,0.178263845793453
"1298",382,390,0.330703457624365
"1299",18,391,0.0378766178868409
"1300",62,391,0.377831740888075
"1301",100,391,-0.107621962651816
"1302",106,391,-0.0628076905426105
"1303",129,391,0.171563267656476
"1304",21,392,0.18211701864269
"1305",69,392,0.215776225799804
"1306",92,392,0.0487991344528736
"1307",96,392,0.21243697578511
"1308",122,392,0.0305286235777198
"1309",187,392,-0.0640596549660536
"1310",196,392,0.211809997515434
"1311",213,392,0.220776780957998
"1312",308,392,0.113169971447108
"1313",373,392,0.0346576147333042
"1314",66,393,0.420846635820217
"1315",355,393,0.55248803886626
"1316",23,394,0.0206806398308405
"1317",41,394,0.0345639445681602
"1318",117,394,-0.141475313705442
"1319",118,394,-0.105431073272915
"1320",143,394,0.0478689906913989
"1321",172,394,0.227419718477683
"1322",221,394,0.174641024193752
"1323",388,394,0.0550308873696826
"1324",17,395,0.0717284521725594
"1325",146,395,-0.0342768429970611
"1326",205,395,0.0599922167722413
"1327",227,395,0.330275982103686
"1328",369,395,0.373494721441688
"1329",42,396,-0.0119131028653696
"1330",171,396,-0.0675189266340089
"1331",182,396,-0.0169650992314078
"1332",216,396,-0.210468698100296
"1333",258,396,0.213856376680647
"1334",287,396,0.101535413806621
"1335",40,397,0.00206260904531813
"1336",51,397,-0.0337307475383208
"1337",67,397,0.256503804958478
"1338",102,397,-0.0382402100557916
"1339",146,397,-0.0368278866542638
"1340",158,397,0.0374443530698645
"1341",5,398,-0.0549883672395878
"1342",78,398,0.147740549129684
"1343",92,398,0.0474251813015262
"1344",143,398,-0.12896133143955
"1345",144,398,0.00811301713826745
"1346",153,398,0.290257102335843
"1347",165,398,0.0344306286643744
"1348",264,398,0.0166772081722426
"1349",323,398,-0.0292280710457641
"1350",351,398,0.0841493571084844
"1351",374,398,0.0733021142976064
"1352",390,398,0.106872279644372
"1353",78,399,-0.171210838140473
"1354",81,399,0.124770474551965
"1355",86,399,-0.0134273518629624
"1356",212,399,0.0241089667565033
"1357",21,400,-0.501984746522714
"1358",205,400,0.015138140911773
"1359",213,400,-0.0486475107788238
"1360",372,400,0.0162473555113978
"1361",49,401,0.0256877586573994
"1362",115,401,0.0947673965050496
"1363",185,401,0.13244817733085
"1364",206,401,0.116479167821174
"1365",258,401,0.0307281619249911
"1366",265,401,0.00682444801794418
"1367",310,401,0.559393895087886
"1368",396,401,0.00952071960124357
"1369",12,402,0.015234319562237
"1370",89,402,-0.172065133407131
"1371",168,402,-0.032290901144604
"1372",176,402,-0.0825212840302793
"1373",235,402,0.0091233386435971
"1374",399,402,0.249265236084372
"1375",4,403,0.238057546671903
"1376",17,403,0.321223418813467
"1377",52,403,0.0930220480181809
"1378",229,403,0.114990319013526
"1379",263,403,0.0621261573066786
"1380",368,403,0.0365734132012435
"1381",36,404,0.0486808532183892
"1382",47,404,-0.137583308621503
"1383",75,404,0.00121166264308925
"1384",156,404,-0.302215750714405
"1385",210,404,-0.164208025475632
"1386",212,404,0.00685791692725901
"1387",249,404,-0.0155921332369452
"1388",266,404,0.0571178733428875
"1389",327,404,-0.0555973784926113
"1390",340,404,-0.088986867202475
"1391",346,404,0.113042534009048
"1392",47,405,-0.298882653121217
"1393",48,405,0.147068159433875
"1394",133,405,-0.0218656549838508
"1395",149,405,-0.280653060380556
"1396",212,405,0.00123985316041247
"1397",218,405,0.0988267475281973
"1398",290,405,0.00935282185968284
"1399",6,406,-0.0221931884272515
"1400",90,406,0.0168996196630118
"1401",147,406,0.102630631341265
"1402",192,406,-0.144727251968146
"1403",249,406,0.326609635592445
"1404",346,406,-0.0193508000055765
"1405",124,407,0.0380749189362894
"1406",132,407,0.112117315801965
"1407",190,407,-0.279551611455876
"1408",231,407,0.0127115458021297
"1409",301,407,0.0881030037286358
"1410",321,407,-0.0391852400418317
"1411",368,407,0.0454554999603364
"1412",186,408,0.00857049695904766
"1413",308,408,0.13873370723652
"1414",315,408,-0.025163661046284
"1415",319,408,-0.0419375276827301
"1416",359,408,0.304510931840382
"1417",373,408,0.109229614929242
"1418",378,408,0.113479991020203
"1419",385,408,0.157761546776914
"1420",134,409,-0.456000507333578
"1421",141,409,-0.0538702119714766
"1422",144,409,-0.10990253795103
"1423",163,409,0.0389904588397106
"1424",168,409,-0.0706315503456239
"1425",322,409,0.195594082536768
"1426",323,409,0.0573392910999801
"1427",4,410,0.0115810532697095
"1428",37,410,0.48350866335205
"1429",348,410,-0.147108785703668
"1430",24,411,-0.0463316644711415
"1431",32,411,-0.213391893169401
"1432",94,411,0.309541708956269
"1433",130,411,-0.138198788680935
"1434",368,411,0.268587980127815
"1435",84,412,-0.0469179551118155
"1436",143,412,0.193816655131029
"1437",238,412,0.150899352897389
"1438",240,412,-0.136806255243126
"1439",298,412,0.00824026797651289
"1440",19,413,0.599164233598436
"1441",242,413,0.272089618925794
"1442",259,413,0.211584287542061
"1443",106,414,-0.0801627826446987
"1444",194,414,0.0365222184893708
"1445",198,414,-0.0667017898484304
"1446",210,414,-0.0255875480484837
"1447",235,414,-0.0418143197219981
"1448",363,414,0.0596391660120513
"1449",412,414,-0.00550798212785142
"1450",60,415,0.00110842632635916
"1451",76,415,-0.0178866065175122
"1452",84,415,-0.0803802637897788
"1453",157,415,-0.0325786098003756
"1454",233,415,-0.0901521907761355
"1455",248,415,0.141910888374317
"1456",250,415,-0.0382041226915706
"1457",270,415,0.0828221860809341
"1458",397,415,0.428464573902841
"1459",412,415,0.0128632504347675
