"","i","j","x"
"344",44,197,-0.100245403322551
"345",131,197,0.188832572328624
"346",135,197,-0.030726808189931
"347",182,197,0.135965595911653
"348",22,198,0.121353076793618
"349",123,198,-0.0200873706672146
"350",126,198,0.0297122094576724
"351",158,198,0.136934642341862
"352",166,198,-0.0761752911413237
"353",174,198,0.0615512318035817
"354",115,199,0.034347338991529
"355",174,199,0.147348309820329
"356",119,200,-0.0323020568428179
"357",105,201,0.0308133650627275
"358",126,201,0.201621314439668
"359",88,202,0.104528845868687
"360",98,202,0.0849992818488032
"361",187,202,-0.110915092896649
"362",194,202,0.443591488069134
"363",31,203,0.0753515083834712
"364",193,203,0.486620790979275
"365",132,204,0.110521281391817
"366",23,205,0.170468298968583
"367",43,205,0.0701957667218794
"368",70,205,0.06847097339555
"369",90,205,-0.0201285970483651
"370",23,206,0.0407919573163233
"371",9,207,0.0588339116083732
"372",36,207,0.259116075094222
"373",171,207,-0.078473388007768
"374",192,207,-0.0766814239319993
"375",198,207,-0.0523249072861087
"376",45,208,0.0256108558197927
"377",64,208,0.049889779977307
"378",91,208,0.0146057142779306
"379",114,208,-0.0885048709837279
"380",163,208,0.342360515017672
"381",172,208,0.137259864811755
"382",126,209,0.0514096797023342
"383",132,209,0.0113103266317198
"384",157,209,0.0383597628307706
"385",170,209,0.0875715583365545
"386",60,210,0.0145255823855354
"387",86,210,0.195854579377941
"388",1,211,0.00143305071484207
"389",30,211,0.112517981231759
"390",32,211,0.189328422065416
"391",133,211,0.0118841685767102
"392",86,212,-0.0169334117372619
"393",91,212,0.20085717813856
"394",140,212,-0.0532012062582685
"395",168,212,-0.159475254451659
"396",179,212,-0.0257522251877762
"397",15,213,0.00291730515245942
"398",95,213,0.225243362642104
"399",129,213,0.0426141389428367
"400",164,213,0.0757844272355153
"401",187,213,-0.00872970863916922
"402",126,214,0.0564050397741886
"403",75,215,0.0630533168947585
"404",100,215,0.243868796937656
"405",55,216,-0.100920059550102
"406",197,216,0.0139590405414173
"407",201,216,0.165428798296127
"408",28,218,0.0152358720087703
"409",122,218,-0.130944047410712
"410",63,219,0.00457951322295025
"411",128,219,0.123045991711385
"412",137,219,0.179444435627848
"413",20,220,-0.0491216396965992
"414",155,220,0.209032304817642
"415",15,221,-0.00624440739050913
"416",31,221,-0.0839881216476459
"417",217,221,-0.0459659271327516
"418",22,222,0.0897765725055645
"419",58,222,-0.189756688046835
"420",97,222,0.0719553571371258
"421",99,222,0.0163911674659779
"422",113,222,0.29711549702196
"423",173,222,0.180827927258857
"424",105,223,0.0601961076187233
"425",107,223,0.0334417293629126
"426",112,223,0.0380561866727851
"427",175,223,-0.0586489060426462
"428",190,223,-0.0583992429971458
"429",25,224,0.268426252075457
"430",44,224,0.0311913032472986
"431",51,224,0.0576136526683248
"432",73,224,0.181308900438516
"433",128,224,0.0822949829812483
"434",166,224,0.137276750623323
"435",24,225,0.264128941225891
"436",60,225,-0.0446891792876787
"437",27,226,0.055168028159278
"438",58,226,-0.0172042980640496
"439",66,226,0.507044535734125
"440",93,226,-0.0178578563055541
"441",104,226,0.00522420763937237
"442",145,227,0.00383484600638073
"443",186,227,0.0584161978514974
"444",219,227,0.0067963648387187
"445",52,228,0.111319957713172
"446",61,228,0.569442201202177
"447",45,229,0.0676621778061395
"448",48,229,0.116838582162202
"449",71,229,-0.274087688652265
"450",159,229,0.00150570167243463
"451",211,229,-0.0204254691511804
"452",211,230,-0.0905962377082138
"453",5,231,0.203656575583831
"454",50,231,-0.0134284254186152
"455",56,231,-0.292513218917401
"456",192,231,0.00908659265252165
"457",21,232,0.237879218344487
"458",48,232,-0.0341119650477112
"459",78,232,0.00709158396975407
"460",95,232,0.116418745596668
"461",125,232,0.0108913723954381
"462",167,232,0.0181098385865999
"463",213,232,0.128243762274079
"464",3,233,0.0510175210364304
"465",51,233,0.0397477426120185
"466",192,233,0.0103898693269751
"467",105,234,0.068612466885688
"468",131,234,0.152447234563215
"469",161,234,0.190433794301172
"470",217,234,0.151736529290262
"471",41,235,0.0320442446658674
"472",83,235,-0.00367925171794409
"473",145,235,-0.094651603284683
"474",158,235,0.133653947857766
"475",178,235,0.0955736399597096
"476",185,235,-0.120343430552585
"477",216,235,0.00897244588597984
"478",68,236,0.345625615623802
"479",127,236,0.0899397592235306
"480",179,236,0.374867529426253
"481",228,236,-0.0106374128130884
"482",139,237,0.0483118928653504
"483",178,237,-0.10672014758381
"484",214,237,0.0266540608250608
"485",110,238,0.0998875119049331
"486",188,238,0.150077332714921
"487",202,238,0.0573753552145736
"488",206,238,0.238775407865218
"489",28,239,0.0106906388553311
"490",110,239,0.178837521455327
"491",115,239,-0.2122649294841
"492",116,239,0.0494447060066832
"493",124,239,0.0277004968782353
"494",176,239,-0.0150188917027331
"495",182,239,-0.0862601377263989
"496",225,239,0.0401962017325352
"497",3,240,0.1079343133872
"498",152,240,0.0522583220967969
"499",191,240,0.292666120982499
"500",123,241,0.0913303356840637
"501",149,241,0.111582874960527
"502",231,241,-0.00919498598268165
"503",81,242,-0.0689106049110518
"504",93,242,-0.0813882791085339
"505",131,242,0.0393907953977181
"506",140,242,0.126203420702215
"507",200,242,0.102110925604063
"508",220,242,-0.0293590001460498
"509",58,243,0.147814691538163
"510",119,243,0.207151584189894
"511",3,244,-0.0102803891797068
"512",111,244,0.0242112191113687
"513",181,244,-0.0302522121066237
"514",200,244,0.245139727283558
"515",170,245,0.0942191126504146
"516",177,245,0.299132019964484
"517",105,246,0.108628192354839
"518",150,246,-0.00645209358938226
"519",217,246,0.0251482695672879
"520",49,247,0.0334953427490906
"521",147,247,-0.00583889362521728
"522",220,247,0.019705650739849
"523",90,248,0.36007290383035
"524",197,248,0.10666648660852
"525",81,249,-0.0418983070753448
"526",238,249,0.151633603069661
"527",76,250,0.356995296874312
"528",184,250,0.129698541113673
"529",237,250,0.00840383872282835
"530",62,251,-0.0419838459256657
"531",63,251,0.0113037012153336
"532",158,251,0.446168394963498
"533",203,251,-0.00119140571984155
"534",23,252,0.263649454434952
"535",221,252,0.0360210286304191
"536",15,253,-0.101512514070088
"537",18,253,-0.0792331465639431
"538",46,253,-0.0381168066135664
"539",213,253,-0.234879993921975
"540",22,254,-0.0145666626690919
"541",52,254,-0.0936554059741896
"542",138,254,-0.0144113617895787
"543",153,254,0.00318587909213425
"544",154,254,0.0413370134259013
"545",228,254,-0.0832541574013397
"546",58,255,-0.060605126441186
"547",108,255,-0.0547703253747208
"548",177,255,0.21214045583063
"549",233,255,0.0900474487012016
"550",243,255,-0.0145412191613467
"551",44,256,0.0661699183567933
"552",151,256,0.262384520941456
"553",155,256,0.00159728167270223
"554",180,256,0.438196145239093
"555",201,256,-0.117547703265987
"556",245,256,0.0963098602496673
"557",12,257,-0.0703694218173068
"558",22,257,0.207995058617518
"559",49,257,0.0591245556295069
"560",64,258,-0.0412719030982692
"561",76,258,0.246101688304947
"562",185,258,0.469230708061988
"563",206,258,0.0113902180065906
"564",19,259,0.325538480464451
"565",76,259,-0.0144616137078055
"566",86,259,0.115513350718829
"567",248,259,0.0162523715456477
"568",39,260,-0.0590316787015028
"569",49,260,0.0268118934029633
"570",124,260,-0.0303839912754927
"571",140,260,-0.0394008785651911
"572",237,260,0.0487557855400501
"573",240,260,0.199350714289322
"574",247,260,0.0407826234969001
"575",45,261,0.0422517149829424
"576",54,261,0.165849615666324
"577",121,261,0.107066531463018
"578",152,261,0.168623582629234
"579",211,261,-0.0507805390411196
"580",236,261,-0.0192047664080881
"581",86,262,0.00958313553764173
"582",142,262,-0.0303959280199523
"583",155,262,0.00157623102252696
"584",210,262,0.395436026327747
"585",23,263,0.104200751875144
"586",43,263,0.144539137481681
"587",70,263,0.068702304971262
"588",141,263,-0.177104952913605
"589",229,263,0.214587197911045
"590",110,264,-0.0402264726169052
"591",122,264,0.259791434683372
"592",186,264,0.00206091996736157
"593",250,264,0.0127084220281429
"594",68,265,0.146356569798578
"595",171,265,0.0931492847638882
"596",206,265,0.00693834285879225
"597",247,265,0.0347205520849414
"598",15,266,-0.0765893626896096
"599",75,266,0.076907168112155
"600",199,266,-0.258631344332882
"601",233,266,0.0652597491085024
"602",253,266,0.203204767993738
"603",189,267,0.209390218154067
"604",205,267,0.17320896332354
"605",240,267,0.079411483649028
"606",81,268,0.170417393236704
"607",195,268,0.166242999906209
"608",220,268,0.000107908400147183
"609",75,269,-0.108323357347603
"610",91,269,0.184426122544743
"611",136,269,0.0041453224372891
"612",219,269,0.28132021966196
"613",266,269,-0.0519025345223742
"614",118,270,-0.0473610203461954
"615",163,270,0.0463851702925254
"616",221,270,0.335275386194515
"617",225,270,-0.143231597234689
"618",252,270,0.0161905309509027
"619",7,271,0.00970739991362368
"620",20,271,-0.0702391047452905
"621",25,271,0.0869259540105821
"622",41,271,0.0655923745636824
"623",177,271,0.0105348229183018
"624",240,271,-0.0268704578523389
"625",263,271,0.128921943152146
"626",3,272,0.149519496901022
"627",49,272,0.108862753999629
"628",108,273,0.154104139782806
"629",146,273,0.363017321752881
"630",161,273,0.1354392546528
"631",207,273,0.0960673212470991
"632",252,273,-0.21988507757387
"633",126,274,0.0197842206446518
"634",161,274,0.115752244847346
"635",244,274,0.24617991398912
"636",11,275,-0.00960982385958808
"637",149,275,0.0631303915804419
"638",181,275,-0.094498109946282
"639",237,275,0.100466771270585
"640",241,275,0.0839039780322169
"641",76,276,0.0454715313792828
"642",176,276,0.477949574794442
"643",237,276,0.33473593081321
"644",60,277,-0.0725107614700368
"645",69,277,-0.0116438191486099
"646",115,277,-0.00559358667781062
"647",124,277,0.0336997260743358
"648",164,277,-0.221581164835533
"649",216,277,-0.0242205543154866
"650",246,277,-0.0673090162912233
"651",199,278,-0.0624945696782427
"652",200,278,-0.00497016154024738
"653",248,278,-0.131153455776099
"654",113,279,0.058239667128112
"655",193,279,0.144435865345656
"656",199,279,0.0378206065627167
"657",205,279,0.0157194689795855
"658",225,279,0.0111005271912886
"659",269,279,0.135631762160385
"660",51,280,0.0682974500888472
"661",152,280,-0.00286589216648903
"662",159,280,-0.10424214029657
"663",173,280,-0.00117917307540172
"664",217,280,-0.0452476226392738
"665",235,280,0.000926996025803817
"666",279,280,-0.0394464293022971
"667",188,281,0.069392185845626
"668",274,281,-0.149257474620681
"669",139,282,0.31970031925849
"670",183,282,-0.0176472524458293
"671",39,283,0.23765352503187
"672",149,283,0.0872375528998781
"673",150,283,0.0579440619056399
"674",274,283,0.130076476674008
"675",22,284,0.05423786077419
"676",49,284,0.0422981891579785
"677",119,284,-0.23706753244229
"678",169,284,0.113189658809823
"679",257,284,0.0962017527832359
"680",91,285,0.0042932032313151
"681",151,285,0.278657164858887
"682",225,285,0.0111751863257576
"683",230,285,0.361354930629594
"684",252,285,-0.0349862690656187
"685",280,285,-0.00245599778476185
"686",1,286,0.144435284045506
"687",15,286,0.150030782265219
"688",25,286,-0.00652280958027918
"689",264,286,0.00351633759917136
"690",51,287,-0.0158959130524498
"691",126,287,-0.0133902509330425
"692",215,287,0.0408084538723581
"693",280,287,-0.00606622052393968
"694",22,288,0.0531920440949668
"695",40,288,0.258129136450305
"696",64,288,0.0452246121862115
"697",68,288,-0.0682857118881612
"698",136,288,0.119092017609853
"699",91,289,-0.0261176368876446
"700",120,289,0.189971607618406
"701",236,289,0.350500602536821
"702",36,290,0.00470810258383081
"703",50,290,-0.0709637611601514
"704",140,290,-0.0226240801764018
"705",204,290,0.0494971457562635
"706",237,290,0.352761653210387
"707",41,291,0.0224129250604224
"708",81,291,-0.0931214044706241
"709",86,291,0.227302130310235
"710",116,291,0.0953604016866952
"711",249,291,0.038986553177805
"712",220,292,-0.0132453568995002
"713",239,292,-0.193124288527557
"714",281,292,-0.147207576045504
"715",28,293,0.0479019678946667
"716",54,293,0.318431490037052
"717",77,294,-0.360218203668777
"718",169,294,-0.103051393839195
"719",150,295,-0.0226775298280192
"720",184,295,0.0895834728981296
"721",280,295,-0.00374596798271343
"722",287,295,0.0132081906821518
"723",20,296,0.159068514099888
"724",51,296,-0.0558859912517723
"725",224,296,-0.0485527096608216
"726",49,297,-0.0141124596186388
"727",223,297,0.173254727979486
"728",257,297,-0.18510745527469
"729",275,297,-0.0424312676987581
"730",40,298,0.0595894592991947
"731",113,298,0.172126491749387
"732",116,298,0.172198662116671
"733",138,298,0.146467215110005
"734",70,299,0.0930514359137087
"735",91,299,0.114253009507691
"736",142,299,0.175979122092723
"737",208,299,0.28474637254494
"738",238,299,0.13451700030403
"739",136,300,0.174018541462243
"740",194,300,0.0744902190327236
"741",243,300,0.0392406840879269
"742",270,300,0.0688713088187964
"743",43,301,0.0642204703948779
"744",102,301,0.0918953149633905
"745",107,301,0.161918949367018
"746",122,301,-0.0335630161011256
"747",125,301,-0.110773539028249
"748",130,301,-0.0826122889336209
"749",277,301,0.0460406622934846
"750",98,302,0.421387284119795
"751",132,302,0.0593980806379114
"752",9,303,0.00903952507021255
"753",38,303,-0.237903687464544
"754",145,303,-0.0219446544314987
"755",1,304,0.0944669056155552
"756",38,304,0.0181202814683251
"757",83,304,0.224964588757574
"758",145,304,0.320837920988319
"759",168,304,0.0416082100722083
"760",211,304,0.209667915053929
"761",264,304,0.0255344554591732
"762",128,305,0.054128262785658
"763",182,305,-0.0527059324575486
"764",186,305,0.157969381484707
"765",227,305,0.0457781395546489
"766",253,305,-0.0906802793990863
"767",20,306,0.221778460712041
"768",38,306,0.0941117025612923
"769",105,306,-0.012051935295842
"770",190,306,0.0245912921550334
"771",201,306,-0.0112631485926331
"772",255,306,-0.0257904785931411
"773",91,307,0.0552807977723755
"774",201,307,-0.118508684168966
"775",216,307,-0.0188479701574443
"776",287,307,0.0276178727833949
"777",291,307,-0.0947375444734949
"778",296,307,0.0643914517613343
"779",30,308,0.115250455577799
"780",35,308,0.0435296975262405
"781",139,308,0.139006859194887
"782",153,308,0.0725588518360132
"783",264,308,0.137077929452228
"784",282,308,0.0690194112488287
"785",286,308,0.0503703919652381
"786",305,308,0.22995621162919
"787",147,309,0.217138877969466
"788",200,309,0.134444812453709
"789",242,309,0.0370632069331808
"790",260,309,-0.0148604729381067
"791",268,309,-0.0778010680771715
"792",246,310,0.275466247199041
"793",264,310,0.0323237853757039
"794",111,311,0.0188052168653034
"795",112,311,0.0692461433297915
"796",150,311,0.0121509044787819
"797",202,311,-0.100015040706972
"798",241,311,0.117837210861469
"799",245,311,0.0892208235270792
"800",272,311,-0.210698269194353
"801",26,312,-0.0698319989448311
"802",39,312,0.0193581462705155
"803",161,312,0.218546868170671
"804",197,312,0.0924070385383934
"805",269,312,0.0219091127598745
"806",53,313,0.0343525555718147
"807",69,313,0.147182793464555
"808",122,313,0.112824292745809
"809",143,313,-0.0539540327111439
"810",197,314,0.208557664995468
"811",303,314,0.434229097721157
"812",31,315,0.349046095750003
"813",80,315,0.176429837506824
"814",125,315,-0.0128992907406636
"815",166,315,0.0684804500174682
"816",3,316,-0.206347644683039
"817",140,316,0.223932500349148
"818",178,316,0.456608056407872
"819",4,317,0.0207646594564749
"820",29,317,0.237289597786587
"821",122,317,-0.0228407311233762
"822",124,317,0.22538582508549
"823",145,317,-0.0486469396656064
"824",218,317,0.0492324591131693
"825",230,317,0.0526543096564891
"826",294,317,0.220279320887434
"827",125,318,0.0375115973868609
"828",217,318,0.3481519005593
"829",234,318,0.164106090579934
"830",314,318,0.200370992404949
"831",75,319,0.27017673589319
"832",79,319,-0.19036038931374
"833",89,319,-0.116838083295633
"834",157,319,-0.169264766778099
"835",39,320,0.0420177992853751
"836",50,320,0.0659757128929778
"837",140,320,0.0210732590018067
"838",149,320,0.175135919427463
"839",224,320,0.226209375301505
"840",259,320,0.22040243785786
"841",290,320,-0.0782992650106584
"842",309,320,0.0307057494342208
"843",81,321,-0.0572449783326008
"844",178,321,0.0543219269680371
"845",249,321,0.106128620072574
"846",262,321,0.0327447944548849
"847",280,321,0.0242227584537216
"848",95,322,-0.0622345676816399
"849",114,322,-0.0670638556894592
"850",121,322,0.0679010033494113
"851",168,322,-0.170608837028449
"852",215,322,0.065363533869823
"853",232,322,-0.159829778199525
"854",261,322,0.107754561591281
"855",319,322,0.0438425673251744
"856",5,323,0.136440864002921
"857",40,323,0.24176488668134
"858",103,323,-0.00369560211330777
"859",138,323,0.00390195664202436
"860",143,323,0.418993945096381
"861",15,324,-0.128654798456782
"862",113,324,-0.0338008547655045
"863",136,324,-0.00997917995791203
"864",182,324,0.0435960300419073
"865",243,324,-0.312925936647493
"866",41,325,0.00567692136658149
"867",109,325,0.0293095421224585
"868",281,325,0.171155809464902
"869",295,325,0.149843025340928
"870",93,326,0.010267606300657
"871",109,326,0.261589924905992
"872",170,326,0.0803101041265846
"873",178,326,0.131609496399585
"874",180,326,0.117341737090368
"875",184,327,-0.0696326141608454
"876",240,327,-0.0695967915805108
"877",275,327,-0.118414462441265
"878",291,327,0.0782266647163777
"879",102,328,-0.00456747316544476
"880",214,328,0.285721470331511
"881",247,328,0.0439631519941233
"882",265,328,0.198952486841124
