"","CH2.1","CH2.2","CH2.3","CH3.1","CH3.2","CH3.3","CH4.1","CH4.2","CH4.3","CH5.1","CH5.2","CH5.3","CH6.1","CH6.2","CH6.3","CH7.1","CH7.2","CH7.3"
"OTU_2841",0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,16,9,0
"OTU_284",65,80,0,79,65,0,0,63,0,0,0,0,0,79,73,97,117,0
"OTU_285",51,0,0,81,83,2,0,0,0,0,35,34,86,112,120,82,0,54
"OTU_2856",0,0,0,0,0,0,0,0,10,2,0,0,13,0,6,4,0,0
"OTU_2857",9,0,9,0,14,0,0,0,0,0,0,5,0,0,0,0,0,0
"OTU_2859",3,0,8,6,10,0,0,6,6,0,0,0,0,0,4,0,0,0
"OTU_2860",4,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,3,21
"OTU_2861",1,0,21,0,0,0,0,0,0,0,0,0,0,2,0,0,13,6
"OTU_2863",8,0,0,0,0,0,0,0,0,0,6,0,0,0,21,0,8,0
"OTU_2864",0,20,0,0,4,19,0,0,6,0,0,0,0,0,0,0,0,0
"OTU_2867",0,7,0,0,0,0,7,0,0,0,0,0,0,18,0,5,0,0
"OTU_287",46,40,33,98,68,0,32,18,67,42,40,55,0,19,39,77,30,35
"OTU_2871",0,0,6,4,0,0,0,0,4,4,10,7,0,9,0,0,0,0
"OTU_2872",0,0,0,2,0,0,0,0,0,0,7,5,0,27,0,0,0,0
"OTU_2874",0,0,0,0,15,0,0,0,0,1,0,19,0,0,0,6,0,0
"OTU_288",57,37,92,93,35,0,28,69,47,42,41,37,34,0,36,42,58,40
"OTU_2891",0,0,0,12,0,0,0,12,0,0,9,8,0,0,0,0,0,0
"OTU_2897",0,0,0,0,0,0,0,6,0,8,9,0,0,0,0,4,0,19
"OTU_289",0,63,69,66,25,38,40,0,40,56,42,29,48,39,41,0,111,67
"OTU_2899",5,0,9,0,12,0,4,8,0,0,4,0,0,0,0,0,0,0
"OTU_2900",17,0,0,0,5,0,0,0,4,9,0,3,0,0,0,0,0,0
"OTU_2902",0,16,0,0,0,0,0,6,0,6,0,0,0,13,0,0,0,0
"OTU_2903",0,7,0,0,0,0,0,0,4,0,0,13,4,3,4,3,0,5
"OTU_2904",0,7,0,0,0,0,0,0,0,0,6,11,7,8,0,0,0,0
"OTU_290",48,58,41,42,36,16,47,39,24,62,24,46,43,16,54,64,40,52
"OTU_2908",0,0,0,11,0,0,0,0,0,0,0,0,0,15,7,10,0,0
"OTU_2910",0,0,0,0,0,0,0,15,5,6,0,0,7,0,0,7,8,0
"OTU_291",0,44,40,38,71,11,67,27,41,42,47,71,0,31,41,55,33,35
"OTU_292",47,65,9,47,15,0,0,21,364,13,37,66,9,21,26,0,20,12
"OTU_29",41,27,40,21,14,4200,24,71,135,31,0,36,9,22,98,18,31,190
"OTU_2933",4,0,6,0,10,0,0,0,0,0,0,6,4,16,0,0,0,0
"OTU_2934",6,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,21,0
"OTU_2935",7,15,0,0,0,0,0,0,9,0,0,0,0,0,13,0,0,0
"OTU_293",55,36,69,50,84,0,65,0,0,27,53,87,38,46,0,53,26,55
"OTU_2937",0,7,3,0,0,0,20,0,0,8,0,0,0,0,0,0,0,0
"OTU_2938",0,0,5,0,0,0,0,0,0,0,11,0,6,0,0,0,10,9
"OTU_2943",0,0,0,0,0,0,26,0,7,0,0,0,0,0,0,0,7,4
"OTU_294",27,34,82,43,183,0,80,36,30,9,29,28,36,49,16,45,0,38
"OTU_295",64,35,34,51,28,0,49,47,25,24,66,52,45,43,45,51,45,31
"OTU_2958",0,0,0,0,4,0,0,0,7,0,9,0,0,0,0,4,11,0
"OTU_2961",0,0,0,0,0,0,0,0,13,0,0,9,0,0,10,0,3,0
"OTU_296",19,36,38,34,0,35,32,17,80,198,0,28,52,19,19,0,125,18
"OTU_2966",0,0,0,0,0,0,14,6,0,0,7,0,0,0,0,8,0,0
"OTU_2969",3,16,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
"OTU_2970",0,0,0,9,4,0,0,0,0,0,0,2,0,8,0,6,0,5
"OTU_2971",0,0,0,0,0,0,0,10,0,4,0,0,0,0,5,5,0,7
"OTU_2972",3,0,0,3,0,0,0,3,20,0,0,0,3,0,0,0,0,0
"OTU_2974",4,0,0,14,0,0,0,14,0,4,6,0,0,0,0,0,0,0
"OTU_297",48,48,47,51,57,0,30,49,50,17,33,62,36,49,61,45,37,44
"OTU_2977",13,0,4,0,10,0,0,0,0,9,0,0,9,0,0,0,0,0
"OTU_2978",0,15,5,7,2,0,0,0,8,0,0,3,0,5,0,0,0,0
"OTU_298",0,0,0,0,0,0,112,0,0,0,64,40,74,92,80,64,128,162
"OTU_2982",0,0,0,0,8,0,0,0,6,3,0,16,8,0,0,0,0,0
"OTU_2983",0,0,0,0,2,0,0,0,0,0,0,0,7,22,3,0,0,3
"OTU_2985",0,0,0,0,5,0,0,0,0,0,14,0,11,0,0,0,7,0
"OTU_2990",0,0,0,0,0,0,0,15,5,0,14,0,9,0,0,0,0,0
"OTU_2994",0,0,0,0,0,0,0,0,0,0,11,0,11,11,0,5,0,0
"OTU_299",16,60,14,53,0,43,4,35,337,15,74,4,4,11,0,33,0,7
"OTU_2999",0,6,0,0,0,0,7,0,0,0,0,15,0,0,0,0,0,11
"OTU_300",107,0,0,96,66,57,0,31,51,0,41,38,56,50,52,0,0,87
"OTU_3007",0,0,0,0,0,0,0,0,8,0,12,14,0,0,0,0,0,11
"OTU_3009",12,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,3,3
"OTU_3010",11,0,9,0,12,0,0,0,0,0,0,7,3,0,0,0,0,0
"OTU_3011",3,0,0,7,8,0,4,0,0,0,3,0,0,5,8,0,2,0
"OTU_3012",13,0,0,0,14,0,0,0,0,0,0,0,0,0,4,8,0,0
"OTU_301",38,32,71,37,67,0,0,25,52,66,22,34,52,19,44,53,31,61
"OTU_3017",0,0,11,0,0,0,0,0,0,0,3,0,6,4,0,6,9,0
"OTU_30",189,920,196,199,259,117,125,88,107,609,89,178,173,107,228,92,205,299
"OTU_302",26,55,38,32,35,0,49,54,77,26,0,135,36,48,74,23,23,0
"OTU_303",30,0,0,0,48,0,91,73,75,131,107,71,75,49,0,53,0,0
"OTU_3031",0,0,0,0,0,0,0,0,18,6,8,0,0,0,0,0,0,5
"OTU_3032",0,0,0,0,0,0,0,0,17,0,11,0,0,0,0,6,0,9
"OTU_304",18,0,25,0,0,250,386,11,0,0,24,0,0,11,11,0,12,65
"OTU_3052",8,7,0,0,10,0,0,0,0,0,0,0,0,0,0,8,0,0
"OTU_3055",0,4,8,0,4,0,0,0,16,0,0,0,8,0,0,0,0,0
"OTU_305",40,0,0,52,29,0,31,43,28,34,22,30,67,71,62,125,71,68
"OTU_3056",0,0,11,6,0,11,0,0,0,0,4,0,0,0,0,0,6,0
"OTU_3058",0,0,0,7,0,0,0,0,0,0,7,10,7,0,8,0,0,0
"OTU_3059",0,0,0,9,0,0,4,0,0,0,0,4,0,6,12,0,0,0
"OTU_3060",0,0,0,10,5,0,0,0,0,0,0,0,0,0,13,0,0,13
"OTU_3063",0,0,0,0,0,0,14,7,0,4,0,0,0,0,0,14,0,0
"OTU_306",0,13,23,51,15,0,10,39,48,37,27,0,32,0,38,32,19,13
"OTU_3067",0,0,0,0,0,0,0,10,0,0,6,9,0,0,4,11,0,0
"OTU_3068",0,0,0,0,0,0,0,0,0,3,0,11,0,15,0,0,11,0
"OTU_307",150,43,61,0,85,0,0,119,0,99,0,0,82,0,0,77,0,45
"OTU_3078",6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,10,0
"OTU_3082",0,0,0,6,0,0,0,12,0,0,0,0,2,0,0,0,0,8
"OTU_3083",0,0,0,0,0,0,0,6,0,4,7,0,0,13,0,0,0,9
"OTU_3084",8,7,0,0,0,0,0,22,0,0,0,0,0,0,5,0,0,0
"OTU_3085",5,0,0,0,0,0,0,0,0,0,8,10,8,8,0,0,0,0
"OTU_3087",0,3,0,0,9,0,0,9,0,0,9,5,0,0,0,0,0,0
"OTU_3088",0,3,0,0,0,16,0,0,0,0,7,0,11,0,0,0,0,0
"OTU_308",33,51,68,75,39,0,48,46,62,34,30,0,52,28,38,37,39,0
"OTU_3094",0,0,0,7,0,0,0,0,0,0,8,0,0,8,0,8,8,0
"OTU_3097",0,0,0,0,11,0,0,0,7,0,0,5,14,0,0,0,0,0
"OTU_309",37,94,26,78,51,0,15,50,30,108,13,36,18,23,39,17,36,28
"OTU_3103",0,0,0,0,0,0,0,0,0,0,0,6,0,13,0,8,7,0
"OTU_310",37,21,15,31,49,0,27,61,52,20,51,0,35,127,51,41,44,50
"OTU_3112",0,2,0,6,0,0,3,0,0,0,7,0,0,4,0,6,6,0
"OTU_311",0,0,0,29,28,0,57,76,35,77,0,52,55,0,72,61,0,0
"OTU_312",23,0,37,25,31,181,11,18,169,19,17,8,18,16,37,22,54,44
"OTU_31",198,196,308,196,267,96,151,178,278,478,111,162,200,97,171,262,238,206
"OTU_3125",5,0,0,10,6,0,0,5,0,0,0,0,5,0,0,0,0,10
"OTU_3127",0,16,8,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"OTU_313",50,66,67,23,42,87,0,18,33,108,0,40,27,68,0,0,35,83
"OTU_3135",0,0,7,5,7,0,0,6,0,0,6,0,0,0,6,0,0,0
"OTU_3",1054,714,801,1156,787,200,676,593,716,1124,824,753,702,657,830,837,931,877
"OTU_3140",0,0,0,0,4,0,0,0,0,0,5,6,12,14,0,0,0,0
"OTU_314",50,47,56,40,39,0,29,38,23,13,30,51,33,51,43,38,31,43
"OTU_315",26,0,35,94,0,0,15,0,0,260,23,0,33,18,23,29,94,0
"OTU_3155",0,0,0,0,0,0,0,0,0,0,0,8,0,7,8,0,0,11
"OTU_3156",0,0,0,0,0,0,0,0,0,0,0,7,12,8,0,11,1,0
"OTU_316",45,36,56,34,63,0,0,27,30,23,51,66,38,48,55,44,38,38
"OTU_3166",0,0,0,7,0,0,0,0,0,3,7,7,0,0,7,0,3,0
"OTU_317",110,44,26,92,20,109,55,47,0,0,33,30,33,60,13,0,0,57
"OTU_3176",6,0,7,0,0,0,0,0,0,0,4,5,0,4,10,0,0,4
"OTU_3178",0,15,0,0,0,0,0,12,0,0,0,8,0,0,0,4,0,0
"OTU_318",62,59,42,67,27,0,44,48,0,47,51,50,49,31,46,41,50,27
"OTU_319",0,0,0,0,0,0,0,0,81,28,93,53,80,80,116,75,50,72
"OTU_320",32,41,36,35,40,15,38,35,80,27,29,147,0,38,22,25,11,19
"OTU_3206",0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,14,0,13
"OTU_321",0,22,36,29,15,0,16,22,24,20,48,50,22,0,21,20,28,41
"OTU_3216",0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,4
"OTU_32",502,354,58,159,273,35,172,55,289,977,52,70,27,99,71,21,116,104
"OTU_3223",0,5,0,3,6,0,0,4,0,0,4,0,0,0,0,0,7,7
"OTU_322",13,0,39,32,0,0,17,28,28,34,32,39,83,0,73,36,103,122
"OTU_3227",8,16,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3230",0,4,0,8,3,0,0,0,0,9,0,0,0,0,0,0,10,0
"OTU_323",45,48,44,0,51,0,0,63,29,0,67,28,51,38,0,98,36,0
"OTU_3231",0,4,4,6,0,0,1,0,0,0,0,0,3,9,5,0,2,0
"OTU_3233",0,0,15,0,9,0,0,0,0,0,0,0,0,0,0,5,8,0
"OTU_3237",0,0,0,3,3,0,0,9,0,0,10,0,7,3,0,0,0,0
"OTU_3238",0,0,0,9,7,0,0,0,0,0,3,9,0,0,8,0,0,0
"OTU_3240",0,0,0,0,11,0,0,0,9,0,0,3,12,0,0,0,0,0
"OTU_3246",0,0,0,0,0,0,3,6,0,0,4,0,4,0,0,13,6,0
"OTU_324",50,122,67,60,42,0,0,44,38,0,36,0,0,51,52,68,32,28
"OTU_325",33,112,112,0,0,0,112,0,146,0,0,107,0,0,0,0,0,0
"OTU_326",63,63,0,73,65,0,0,75,0,0,26,84,44,63,100,35,22,0
"OTU_3268",0,0,5,3,2,4,7,0,0,2,2,0,0,0,0,0,0,0
"OTU_327",16,19,35,40,134,4,22,203,13,18,24,28,54,0,0,20,52,0
"OTU_3276",4,8,0,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0
"OTU_3278",0,4,0,0,4,0,0,0,0,0,9,0,0,0,13,0,0,0
"OTU_3283",0,0,0,10,0,0,0,0,0,0,0,7,0,4,0,20,0,0
"OTU_328",0,72,43,50,64,0,0,45,44,30,62,36,57,64,58,42,0,66
"OTU_3289",0,0,0,0,8,0,0,0,0,0,0,13,7,0,0,9,0,0
"OTU_329",0,0,0,0,14,0,79,100,16,54,135,0,72,33,46,78,34,60
"OTU_3301",0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,10,12
"OTU_330",51,31,51,49,82,6,27,43,55,0,35,33,21,76,27,19,24,22
"OTU_331",35,69,21,42,42,0,28,41,53,0,39,62,0,48,33,21,0,10
"OTU_3316",0,5,6,0,0,0,0,6,0,0,3,7,0,0,0,3,0,0
"OTU_3317",0,2,0,0,0,0,0,6,0,0,3,2,0,7,5,0,4,0
"OTU_3319",0,0,3,0,6,0,3,6,0,2,4,2,0,0,0,3,0,4
"OTU_3322",0,4,0,0,0,0,0,0,0,20,0,0,5,0,0,5,0,0
"OTU_332",0,41,87,45,0,0,0,0,28,36,41,17,46,20,95,101,40,27
"OTU_33",205,149,171,217,220,116,162,223,176,160,163,269,279,284,186,169,171,205
"OTU_333",0,0,71,0,0,104,313,38,0,0,0,0,0,0,29,54,0,0
"OTU_3332",0,0,0,10,0,0,0,0,5,0,5,0,0,12,0,0,0,0
"OTU_3333",0,0,0,4,0,0,0,9,4,2,8,5,0,5,0,0,0,0
"OTU_3334",0,0,0,0,11,0,0,10,0,0,4,6,0,0,0,0,0,0
"OTU_3341",0,0,0,0,0,0,7,0,0,0,4,0,0,7,0,0,19,0
"OTU_334",25,0,29,31,0,445,0,19,0,82,31,0,14,0,0,15,44,9
"OTU_3347",0,0,0,0,0,0,0,0,0,0,0,0,8,4,17,0,7,0
"OTU_3353",0,0,0,3,0,0,0,0,0,0,0,12,3,0,5,2,0,4
"OTU_335",36,73,59,52,51,0,28,41,21,20,60,40,22,40,32,16,23,28
"OTU_3360",0,0,4,0,5,0,0,0,3,0,0,0,0,10,0,0,0,0
"OTU_336",42,0,16,22,62,0,15,64,0,208,24,0,49,53,0,28,100,0
"OTU_337",53,51,75,66,14,0,46,44,122,53,38,40,46,0,0,0,37,0
"OTU_3381",0,0,0,4,0,0,0,11,0,0,0,0,0,4,0,0,13,0
"OTU_338",0,0,23,23,32,10,49,31,81,7,29,16,65,89,28,73,88,0
"OTU_3384",0,0,0,0,4,0,10,0,0,8,6,7,0,0,0,0,0,0
"OTU_339",0,40,41,33,38,0,17,10,53,122,25,81,26,13,41,20,49,64
"OTU_340",42,42,47,53,41,4,26,72,46,0,43,0,32,61,67,29,30,33
"OTU_3409",0,0,0,4,6,0,0,3,0,0,7,0,0,6,0,0,0,0
"OTU_341",0,0,0,0,0,0,53,54,63,32,96,117,40,0,52,55,54,96
"OTU_34",40,67,172,93,46,1094,46,71,1417,110,36,126,36,11,47,45,70,78
"OTU_3417",10,0,0,0,6,0,0,7,0,0,4,0,0,2,2,0,0,0
"OTU_342",59,29,43,51,35,0,24,59,36,20,39,40,46,46,26,25,0,56
"OTU_3427",0,0,0,9,0,0,0,0,0,3,0,0,9,6,0,9,0,0
"OTU_343",0,29,13,0,9,387,27,0,42,64,0,9,8,0,0,21,20,12
"OTU_3431",0,0,0,0,5,0,8,0,0,0,0,11,0,9,0,0,0,0
"OTU_344",19,33,33,46,11,0,22,49,31,36,41,66,45,30,45,79,34,34
"OTU_345",0,14,35,0,177,0,55,78,0,28,68,31,13,17,29,39,25,40
"OTU_346",41,0,24,29,0,42,0,0,0,214,221,0,0,0,0,0,53,0
"OTU_3468",0,0,0,0,3,0,0,4,0,0,0,0,10,0,7,0,0,4
"OTU_3474",0,5,0,0,0,0,0,0,9,4,0,0,0,0,9,0,0,0
"OTU_347",21,39,40,40,7,26,51,28,29,75,21,52,45,0,29,15,79,50
"OTU_3477",5,2,0,2,0,0,4,0,0,6,0,0,0,4,9,0,0,0
"OTU_3478",4,0,0,0,5,0,5,7,0,5,0,0,0,7,2,0,0,0
"OTU_3480",8,0,0,0,0,0,0,3,0,0,8,5,0,0,0,0,5,0
"OTU_348",0,0,0,0,0,0,55,55,0,35,98,62,105,73,0,46,84,97
"OTU_3484",0,0,5,0,9,0,0,0,0,0,4,0,2,8,0,4,0,0
"OTU_3485",0,0,8,0,0,0,7,7,0,0,0,0,0,6,0,0,0,7
"OTU_3488",0,0,0,7,0,0,9,7,0,0,0,0,0,0,0,0,0,13
"OTU_3491",0,0,0,0,8,0,0,0,0,0,11,0,7,6,0,0,0,0
"OTU_3493",0,0,0,0,9,0,0,6,0,8,0,0,0,8,0,0,0,0
"OTU_349",33,53,36,40,47,0,97,32,33,19,0,41,56,38,40,28,38,24
"OTU_350",28,18,70,0,6,75,203,27,15,0,26,45,10,14,27,12,21,75
"OTU_3506",0,0,0,0,0,0,0,8,0,3,0,0,0,12,0,0,0,12
"OTU_35",112,398,273,96,374,79,455,106,171,254,332,52,203,214,59,196,139,81
"OTU_351",0,0,24,44,0,0,51,32,30,62,52,0,40,64,71,34,47,40
"OTU_3517",0,2,0,0,0,0,2,0,4,2,0,2,0,0,0,0,7,0
"OTU_352",49,56,36,34,40,0,0,0,37,29,23,76,49,77,40,0,34,59
"OTU_3526",0,0,0,0,0,0,0,0,5,0,0,0,0,6,6,11,0,0
"OTU_353",57,45,30,42,19,0,0,0,0,0,43,38,55,55,99,39,29,0
"OTU_3537",4,0,3,1,3,0,5,0,0,0,4,0,0,2,0,7,0,0
"OTU_354",34,0,0,0,0,0,0,99,61,0,107,90,61,70,43,63,46,0
"OTU_3541",0,7,4,0,0,0,0,0,0,0,4,13,0,4,0,0,0,0
"OTU_3544",0,11,9,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0
"OTU_3549",0,0,0,8,0,0,10,0,0,0,0,0,5,8,0,0,0,0
"OTU_355",0,0,26,0,32,0,0,0,83,46,55,79,46,58,61,60,52,91
"OTU_3560",0,0,0,0,0,0,8,0,8,0,0,0,0,5,12,0,0,0
"OTU_3561",0,0,0,0,0,0,7,11,0,0,3,6,0,0,0,0,3,0
"OTU_3568",0,0,0,0,0,0,0,0,2,0,11,9,0,2,0,7,0,0
"OTU_356",82,68,79,62,0,63,66,0,0,112,0,0,0,0,0,50,70,0
"OTU_357",0,0,43,0,0,0,0,0,0,412,11,0,128,0,71,0,0,0
"OTU_358",46,86,0,55,54,0,38,34,27,25,0,36,27,0,21,34,38,51
"OTU_359",27,106,50,0,0,0,116,0,0,0,98,0,53,68,54,0,0,0
"OTU_3591",6,0,7,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0
"OTU_3592",4,4,0,7,0,0,0,0,1,0,6,0,8,0,0,0,0,0
"OTU_3598",0,5,12,0,4,0,0,8,0,0,0,0,0,5,0,0,0,0
"OTU_360",60,0,70,0,39,0,80,106,64,47,110,0,0,0,0,42,0,56
"OTU_361",40,32,27,57,0,0,52,37,28,17,57,22,31,59,40,42,24,69
"OTU_362",54,42,72,46,42,0,51,0,46,0,19,50,52,22,22,50,37,0
"OTU_36",110,107,173,242,301,33,160,261,151,91,212,209,329,202,237,286,339,188
"OTU_3635",0,5,0,4,0,0,0,5,0,0,7,0,2,0,0,0,0,0
"OTU_363",47,45,31,49,45,0,0,43,62,59,0,41,39,32,0,0,53,63
"OTU_3636",0,2,20,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
"OTU_3638",0,0,0,4,0,0,9,0,0,0,0,0,0,0,3,0,11,0
"OTU_3640",0,3,7,0,0,4,0,2,0,5,5,0,0,0,0,4,0,0
"OTU_3642",0,7,7,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0
"OTU_364",26,31,46,32,27,0,37,30,45,28,31,57,49,34,37,40,22,58
"OTU_3645",0,5,0,5,0,0,0,0,0,0,4,10,0,0,0,0,0,6
"OTU_365",0,116,71,70,0,0,0,45,89,51,0,80,0,0,0,62,0,53
"OTU_366",53,24,24,28,18,8,38,29,31,28,24,37,39,53,32,63,30,36
"OTU_367",29,30,34,40,32,0,45,65,0,22,56,30,26,27,45,36,29,0
"OTU_368",0,0,0,0,0,16,0,0,32,115,29,82,42,63,28,0,40,118
"OTU_3687",0,9,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,6
"OTU_3691",0,0,4,0,0,0,0,0,0,0,0,5,0,11,8,0,0,0
"OTU_369",54,80,0,106,43,0,30,82,19,0,64,0,0,49,65,0,0,29
"OTU_3702",2,9,5,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0
"OTU_3703",0,8,0,0,0,0,0,9,0,0,0,7,0,0,7,0,0,0
"OTU_3704",0,3,4,0,5,0,0,0,0,0,0,5,0,6,0,5,0,0
"OTU_370",0,63,89,53,0,0,0,75,0,0,0,40,69,86,38,53,33,45
"OTU_3708",0,5,6,0,0,0,0,6,3,0,0,0,0,0,6,7,0,0
"OTU_3709",0,0,6,6,0,0,0,0,0,0,9,0,0,11,0,0,0,0
"OTU_3710",0,0,5,4,0,0,0,0,0,0,0,0,4,10,7,0,0,0
"OTU_3711",0,0,0,4,0,0,0,0,0,0,9,0,0,0,10,0,6,0
"OTU_371",22,42,42,39,34,61,47,29,115,30,9,14,0,0,22,11,9,84
"OTU_3719",0,0,0,0,0,0,9,0,10,0,0,0,0,0,6,0,0,7
"OTU_372",57,23,71,0,0,389,0,0,0,0,0,66,0,12,0,0,0,0
"OTU_3726",0,0,0,0,0,0,0,9,0,0,5,0,7,0,0,6,0,0
"OTU_373",38,61,57,51,22,0,0,25,38,17,46,43,0,35,0,56,30,37
"OTU_374",0,0,58,0,0,0,0,105,0,0,0,39,0,0,0,0,176,243
"OTU_375",125,166,142,0,117,0,0,0,0,0,0,0,0,0,0,0,0,114
"OTU_3759",1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2
"OTU_3760",4,0,9,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0
"OTU_376",21,39,0,20,39,15,39,54,40,24,37,41,26,38,42,41,32,19
"OTU_3767",3,0,0,13,5,0,2,0,0,0,0,5,0,0,0,0,0,0
"OTU_3768",5,0,2,0,0,0,0,0,3,0,6,0,4,7,0,0,0,0
"OTU_3769",2,2,2,0,4,0,1,0,0,0,8,0,0,3,0,0,2,0
"OTU_377",0,213,0,0,0,228,11,0,0,0,0,0,7,5,0,0,8,0
"OTU_37",91,113,73,64,81,2097,52,72,300,293,0,112,0,77,53,43,174,38
"OTU_3775",0,2,0,0,0,0,0,0,0,0,7,4,6,0,4,0,0,5
"OTU_378",43,60,41,0,0,0,58,42,45,0,0,84,0,45,39,52,27,65
"OTU_3782",0,0,0,5,0,0,6,0,0,7,0,0,0,0,5,6,0,0
"OTU_3784",0,0,0,0,4,0,0,0,0,2,11,0,0,5,0,8,0,0
"OTU_3789",0,0,0,0,0,0,15,2,5,0,0,0,2,3,0,0,0,0
"OTU_3794",0,0,0,0,0,0,3,0,0,6,0,0,0,7,8,6,0,0
"OTU_379",43,40,42,64,30,28,24,0,31,32,32,0,21,0,26,50,64,22
"OTU_380",32,37,51,47,43,0,0,0,38,27,70,44,0,25,34,56,0,43
"OTU_381",44,48,17,34,30,28,0,21,18,31,32,51,40,28,36,36,30,59
"OTU_38",122,118,105,135,163,0,333,331,103,154,156,155,211,126,176,455,195,170
"OTU_382",20,40,22,47,24,0,61,28,48,26,32,53,33,35,55,22,24,16
"OTU_383",82,51,76,81,77,0,0,0,0,0,0,0,0,79,40,0,0,0
"OTU_3844",0,0,0,0,3,0,0,0,0,0,10,0,5,0,0,0,2,3
"OTU_3845",4,0,0,0,0,0,0,9,0,0,6,0,0,0,0,5,0,4
"OTU_384",0,34,30,42,0,0,84,40,48,0,0,53,0,0,51,0,79,50
"OTU_3847",3,4,0,5,0,0,0,0,14,0,0,0,0,4,0,0,0,0
"OTU_3849",0,5,0,5,0,0,0,5,0,0,13,2,0,0,0,0,0,0
"OTU_3850",0,4,0,6,0,0,0,0,0,0,0,6,0,9,0,0,0,4
"OTU_385",0,74,37,36,0,94,0,0,0,31,0,32,0,0,0,0,0,0
"OTU_3860",0,0,7,0,1,0,0,0,3,0,0,2,0,0,0,0,3,7
"OTU_386",0,67,72,0,0,0,50,44,36,29,0,60,42,0,0,63,75,54
"OTU_3861",0,0,0,8,0,0,0,0,0,0,3,0,0,7,0,9,0,0
"OTU_3863",0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,13,6
"OTU_3868",0,0,0,0,6,0,4,10,0,0,0,0,2,0,3,3,0,0
"OTU_3870",0,0,0,0,4,0,0,0,8,0,6,0,0,0,0,9,0,0
"OTU_3873",0,0,0,0,5,0,0,0,0,0,7,2,4,7,0,4,0,0
"OTU_387",30,38,25,42,17,0,36,25,40,22,31,42,27,44,37,38,31,37
"OTU_388",61,46,57,40,51,0,0,63,41,0,0,0,0,71,46,0,51,0
"OTU_3887",0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,7,8
"OTU_389",0,37,26,41,25,0,14,29,42,35,51,78,39,43,39,42,29,30
"OTU_390",61,52,36,0,87,0,0,50,0,0,0,32,239,0,0,0,39,0
"OTU_3907",0,0,0,8,3,0,0,0,0,0,0,0,0,9,0,5,0,0
"OTU_3910",0,0,0,2,0,0,0,0,0,0,0,0,0,6,11,0,3,0
"OTU_391",45,24,45,54,73,0,0,0,35,0,0,42,30,87,36,51,16,41
"OTU_39",228,65,192,139,169,0,145,223,254,157,328,188,128,348,140,272,161,256
"OTU_392",31,31,39,45,45,7,0,32,27,21,20,45,23,30,37,39,34,38
"OTU_3933",3,0,0,0,0,0,0,0,5,0,0,0,0,0,14,0,0,8
"OTU_393",34,33,24,40,34,11,0,29,30,33,40,27,38,0,31,67,42,0
"OTU_3941",0,3,0,0,4,0,0,0,0,0,0,11,0,9,0,0,0,0
"OTU_3942",0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,3,7,3
"OTU_394",48,72,62,70,62,0,0,54,0,0,75,84,0,39,0,0,0,0
"OTU_395",37,61,85,10,42,128,10,0,0,20,0,27,9,45,10,9,20,14
"OTU_396",24,24,51,20,48,0,24,33,33,25,19,39,31,26,29,29,18,27
"OTU_397",36,16,48,36,44,0,0,29,41,22,26,29,24,49,36,23,30,56
"OTU_398",34,0,0,0,0,392,0,101,70,0,52,0,0,0,0,0,0,0
"OTU_399",52,43,79,54,37,0,14,53,34,0,45,0,29,39,33,33,24,0
"OTU_400",58,40,71,38,32,0,20,57,34,0,46,33,12,39,53,0,0,0
"OTU_4007",13,0,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0
"OTU_401",0,7,0,0,0,548,0,0,28,7,11,0,0,0,0,0,0,0
"OTU_40",191,157,145,151,185,159,201,166,162,164,170,163,155,187,171,165,182,183
"OTU_4019",7,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,9
"OTU_4022",0,5,8,0,0,0,4,0,0,0,0,0,0,0,2,5,0,2
"OTU_402",0,0,119,57,70,21,0,22,0,26,29,0,35,27,47,25,39,27
"OTU_4027",0,0,12,0,0,4,0,0,0,0,0,0,3,0,0,0,7,0
"OTU_4030",0,0,3,0,0,0,2,0,3,0,2,0,0,8,3,0,4,0
"OTU_4031",0,0,3,4,0,0,0,0,4,0,0,0,0,0,12,0,5,0
