"","CH2.1","CH2.2","CH2.3","CH3.1","CH3.2","CH3.3","CH4.1","CH4.2","CH4.3","CH5.1","CH5.2","CH5.3","CH6.1","CH6.2","CH6.3","CH7.1","CH7.2","CH7.3"
"OTU_1318",0,23,0,0,11,0,0,0,0,0,0,0,0,27,9,21,0,15
"OTU_1321",0,0,0,0,8,0,4,8,0,8,8,0,0,0,22,16,15,22
"OTU_1339",0,0,4,6,15,0,0,13,0,9,0,15,0,0,15,9,14,4
"OTU_1340",0,0,0,10,8,17,10,13,3,15,5,16,0,0,6,14,0,0
"OTU_1345",0,32,26,0,0,0,17,24,0,0,0,22,0,0,0,0,0,11
"OTU_1350",17,30,17,19,10,0,3,6,0,0,2,4,0,0,3,0,5,0
"OTU_1355",11,0,17,0,0,0,17,0,0,0,16,0,0,0,0,23,0,11
"OTU_1356",0,27,0,14,0,0,0,18,0,8,0,28,13,0,8,0,0,0
"OTU_1357",0,0,4,0,0,0,6,2,0,4,0,38,0,15,19,6,0,16
"OTU_1358",0,11,0,0,17,0,17,0,0,0,0,14,15,13,0,22,10,0
"OTU_1360",11,10,0,25,0,0,6,0,3,0,0,10,0,32,0,0,0,0
"OTU_1361",14,0,17,0,24,0,0,13,13,0,7,13,0,0,0,0,0,7
"OTU_1364",0,0,0,0,0,0,11,16,10,1,30,0,13,0,0,23,0,0
"OTU_1371",0,0,9,0,0,0,12,0,0,0,21,32,11,0,0,2,0,0
"OTU_1383",0,0,8,0,0,0,0,0,0,0,7,21,0,21,9,0,0,25
"OTU_1404",0,10,0,0,0,0,0,0,0,4,15,0,0,0,22,10,0,0
"OTU_1420",0,0,48,0,0,45,0,0,13,9,0,0,0,0,0,0,0,0
"OTU_1427",18,27,17,15,10,0,0,0,0,7,2,0,0,0,0,0,0,0
"OTU_1457",0,0,0,0,0,0,28,0,0,13,0,2,0,0,0,9,13,0
"OTU_1471",0,0,0,0,24,11,0,38,0,0,0,31,0,0,0,0,0,0
"OTU_1486",15,0,0,13,0,0,11,7,0,0,16,0,0,0,12,0,0,0
"OTU_1487",0,12,23,0,0,0,0,0,0,10,0,0,13,0,0,20,12,0
"OTU_1502",0,0,0,0,0,0,0,23,0,0,7,0,0,0,0,27,17,8
"OTU_1515",10,17,10,16,6,0,0,0,5,0,0,0,0,0,0,0,12,0
"OTU_1549",0,0,0,0,0,0,16,6,0,10,6,6,0,0,12,10,0,12
"OTU_1555",4,0,0,0,0,0,0,0,0,4,10,0,24,0,4,17,0,11
"OTU_1574",0,0,0,0,0,0,40,0,16,14,0,0,0,0,0,0,5,0
"OTU_1579",5,19,16,3,0,0,6,11,10,0,0,12,0,0,9,15,0,0
"OTU_1580",0,0,0,0,0,45,0,14,10,0,14,6,0,0,0,0,0,14
"OTU_1583",33,7,0,8,14,0,4,0,4,0,0,5,0,3,0,0,0,0
"OTU_1609",0,21,7,7,6,0,0,10,0,0,0,10,0,10,6,0,0,8
"OTU_1610",15,0,11,0,0,0,0,18,0,0,16,0,0,0,26,0,0,0
"OTU_1625",0,16,10,0,18,0,0,0,0,0,9,8,8,0,0,0,12,0
"OTU_1626",13,0,25,0,27,0,0,0,0,0,0,0,0,0,0,20,0,0
"OTU_1639",17,0,0,0,0,0,0,40,0,0,28,0,0,0,6,0,0,0
"OTU_1642",0,0,0,6,0,0,9,13,0,0,0,0,0,0,0,0,23,9
"OTU_1672",7,36,25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"OTU_1679",9,0,9,7,7,7,0,0,0,0,0,0,0,0,0,0,4,0
"OTU_1690",9,21,8,13,0,0,0,0,0,0,6,0,0,6,4,0,3,0
"OTU_1696",12,7,8,11,12,0,4,8,0,0,0,0,0,0,0,0,0,0
"OTU_1708",1,0,0,0,0,0,1,5,0,0,8,9,11,13,4,10,6,0
"OTU_1714",0,0,18,0,0,0,0,0,7,14,0,15,0,0,0,0,6,0
"OTU_1716",0,9,0,0,0,0,0,8,0,0,0,0,11,0,20,14,0,17
"OTU_1746",0,0,0,4,0,0,0,0,6,0,0,28,0,0,17,0,9,6
"OTU_1755",0,0,0,9,11,4,0,0,0,2,5,3,0,0,9,3,8,6
"OTU_1762",0,0,0,0,0,0,0,0,0,0,2,17,1,5,19,0,10,14
"OTU_1764",0,7,7,6,8,0,0,0,0,0,9,8,3,11,4,0,0,3
"OTU_1772",11,12,5,0,10,11,2,9,4,0,3,8,0,0,0,0,3,0
"OTU_1773",6,0,0,0,7,5,3,11,0,0,13,14,0,0,11,0,2,10
"OTU_1794",0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,8,34
"OTU_1800",16,0,7,13,0,0,0,0,11,0,0,0,9,0,0,0,0,10
"OTU_1807",0,15,16,0,8,0,5,0,0,0,24,0,0,0,0,0,11,0
"OTU_1811",0,0,0,10,0,16,0,0,42,0,0,0,0,0,0,13,0,0
"OTU_1814",0,0,0,0,0,0,0,0,0,0,0,3,11,10,12,12,0,15
"OTU_1819",0,0,0,8,0,0,13,0,0,10,0,0,0,0,0,9,14,0
"OTU_1822",0,0,19,7,0,0,0,22,0,6,0,0,0,0,0,0,0,0
"OTU_1824",0,0,0,13,0,0,0,0,0,0,12,0,0,0,17,14,0,12
"OTU_1844",9,0,0,0,0,0,0,0,0,0,1,0,14,6,0,0,0,0
"OTU_1845",9,8,4,8,9,3,0,3,0,0,1,0,0,0,0,0,5,0
"OTU_1870",0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,26,0,10
"OTU_1873",0,0,22,3,4,0,0,0,0,0,2,0,7,0,0,0,12,5
"OTU_1874",0,0,4,0,17,0,0,0,0,0,0,0,6,0,13,14,10,7
"OTU_1877",0,0,0,0,0,0,0,10,0,0,20,0,7,0,10,9,0,12
"OTU_1890",0,20,0,0,11,0,0,0,0,0,10,0,0,16,11,0,0,0
"OTU_1911",0,0,0,0,0,0,8,0,0,3,7,0,0,0,0,11,12,7
"OTU_1954",6,5,6,2,0,4,0,3,0,0,1,0,0,0,0,0,0,0
"OTU_1987",15,0,12,6,0,0,0,0,0,0,0,6,0,26,0,0,0,0
"OTU_1988",9,11,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,28
"OTU_1994",0,0,0,0,0,0,0,0,0,0,17,4,0,7,11,13,8,0
"OTU_2003",0,0,0,0,0,0,0,8,8,14,0,0,0,0,0,11,0,0
"OTU_2004",0,9,0,0,0,0,7,6,0,0,7,5,0,0,0,6,6,5
"OTU_2007",0,0,0,0,0,0,8,9,0,5,16,17,3,0,0,5,0,0
"OTU_2011",6,0,0,8,2,0,0,4,5,1,0,0,0,6,6,0,3,7
"OTU_2021",0,0,0,0,0,0,9,23,0,8,0,0,0,0,0,0,9,0
"OTU_2060",0,0,0,0,0,0,9,10,0,0,0,0,0,0,8,6,9,7
"OTU_2064",2,0,0,3,1,0,8,0,0,0,1,0,8,0,0,18,0,0
"OTU_2074",20,5,1,0,6,0,0,0,0,0,8,0,0,0,0,0,2,0
"OTU_2078",9,4,0,0,0,0,0,0,0,0,22,7,5,2,0,0,0,0
"OTU_2079",7,9,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_2086",0,0,0,0,6,0,0,16,13,0,0,0,0,0,12,0,7,0
"OTU_2095",0,6,0,0,0,0,20,0,0,0,0,0,0,0,0,11,7,0
"OTU_2096",0,14,0,0,5,0,0,13,3,2,0,0,0,0,8,0,8,0
"OTU_2102",0,0,0,0,0,0,0,0,0,0,22,0,0,0,3,14,5,0
"OTU_2103",0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,7,13
"OTU_2110",4,0,0,0,0,0,0,5,2,0,0,2,16,0,0,11,4,13
"OTU_2127",0,0,0,0,0,4,0,0,0,0,0,0,0,6,27,0,8,15
"OTU_2145",4,0,7,0,0,0,0,0,0,1,0,43,0,0,12,0,0,0
"OTU_2161",0,11,4,3,0,0,20,0,1,0,1,9,0,11,0,0,0,0
"OTU_2170",0,0,0,16,0,0,7,0,0,0,0,13,0,8,0,0,11,0
"OTU_2179",0,0,8,0,0,0,4,8,0,0,6,0,4,0,0,0,8,0
"OTU_2195",0,0,0,0,0,4,0,0,6,24,0,0,0,0,6,0,1,0
"OTU_2212",0,0,0,0,14,0,17,0,0,0,0,0,0,24,0,0,0,4
"OTU_2223",2,0,0,0,12,22,0,0,6,0,0,0,7,0,12,0,0,0
"OTU_2236",2,14,0,0,0,8,0,0,0,0,9,5,0,0,0,0,3,0
"OTU_2239",0,3,0,8,0,0,4,0,3,4,10,0,0,8,9,0,0,0
"OTU_2242",15,0,0,0,8,0,0,16,0,0,3,0,0,0,0,8,0,0
"OTU_2248",0,0,0,0,0,21,0,0,34,0,2,0,0,0,0,0,0,1
"OTU_2255",0,0,0,10,9,0,3,7,0,0,10,0,0,0,0,0,0,0
"OTU_2259",13,11,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2261",0,0,0,0,0,0,0,0,0,0,4,0,9,9,14,4,0,0
"OTU_2308",0,0,0,0,0,0,3,0,0,5,0,0,0,5,7,7,6,0
"OTU_2313",0,8,0,8,0,0,2,10,0,0,4,0,0,0,7,0,0,5
"OTU_2327",0,0,0,0,6,0,10,0,0,5,0,0,3,7,0,0,0,0
"OTU_2331",0,0,6,0,1,0,0,5,0,0,17,20,0,0,0,0,0,0
"OTU_2340",0,0,0,0,5,24,0,10,0,0,0,0,0,0,3,0,0,6
"OTU_2365",4,0,4,12,7,0,0,0,0,0,4,0,0,10,6,0,0,0
"OTU_2367",0,0,11,3,0,0,0,27,3,0,0,0,0,0,0,8,0,0
"OTU_2370",0,0,0,0,0,0,3,21,3,0,25,5,0,0,0,0,0,0
"OTU_2381",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,3
"OTU_2419",0,8,0,2,0,0,0,0,0,8,0,0,0,0,0,0,3,0
"OTU_2441",4,5,8,0,0,36,0,0,0,0,0,0,0,0,0,0,0,6
"OTU_2444",0,0,15,0,0,6,0,0,0,0,0,0,15,0,0,8,0,0
"OTU_2445",0,0,0,14,0,22,0,0,0,0,0,0,0,5,0,10,0,0
"OTU_2512",0,0,0,3,5,0,0,12,0,0,0,0,0,4,2,0,3,4
"OTU_2525",0,14,0,0,0,0,9,3,5,0,0,0,0,0,3,0,0,0
"OTU_2559",10,0,4,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0
"OTU_2571",3,0,0,0,8,0,3,0,0,0,0,0,0,0,8,1,6,5
"OTU_2572",0,12,0,0,15,0,0,0,10,0,0,0,0,3,8,0,0,0
"OTU_2576",0,0,2,0,0,0,11,0,0,0,9,0,12,0,2,0,8,0
"OTU_2585",1,2,2,0,0,0,3,0,0,0,0,15,0,1,8,10,0,0
"OTU_2587",4,4,4,4,0,0,0,5,0,0,3,2,4,0,0,0,0,6
"OTU_2591",0,0,0,0,0,0,0,12,0,0,13,7,0,0,0,0,0,3
"OTU_2647",0,3,0,5,0,0,0,0,0,0,0,0,0,8,7,4,0,0
"OTU_2706",3,0,0,8,7,0,0,0,9,0,0,0,0,8,0,4,3,0
"OTU_2707",2,0,0,0,0,0,5,5,16,0,0,0,0,0,0,0,5,0
"OTU_2739",8,13,8,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
"OTU_2748",2,0,0,2,0,0,3,0,5,0,0,0,0,16,0,0,0,0
"OTU_2753",0,10,0,3,14,0,0,8,0,0,0,7,0,0,0,0,0,0
"OTU_2767",0,0,4,4,0,0,0,0,0,2,4,7,0,0,0,4,0,0
"OTU_2801",11,0,1,0,11,0,0,0,0,0,10,0,0,0,0,0,2,0
"OTU_2818",0,0,0,1,0,0,4,9,0,0,0,0,0,0,0,5,0,0
"OTU_2879",2,0,0,5,0,0,0,9,0,0,0,0,0,0,0,4,5,6
"OTU_2893",0,6,0,0,0,0,3,12,0,0,0,0,0,0,0,0,5,0
"OTU_2977",0,8,0,5,2,0,2,6,0,0,0,0,0,2,0,0,1,0
"OTU_3006",0,8,0,0,7,0,4,0,2,5,0,0,0,0,0,0,3,0
"OTU_3020",0,0,5,0,4,0,9,10,0,0,0,0,0,8,0,0,0,0
"OTU_3072",0,7,0,8,13,2,0,0,0,0,0,0,0,0,0,0,0,4
"OTU_3100",10,0,0,0,3,0,0,0,0,0,2,4,0,0,0,0,0,0
"OTU_3185",0,6,3,2,0,0,0,0,0,0,0,0,1,0,0,0,7,0
"OTU_3218",0,0,0,3,4,0,0,7,2,0,0,0,0,3,0,0,0,0
"OTU_3232",0,0,10,0,5,0,0,0,0,0,0,0,0,0,7,0,3,4
"OTU_3235",0,0,10,1,0,3,6,3,0,0,0,7,0,0,0,6,0,0
"OTU_3270",9,0,0,0,0,0,0,0,0,0,6,11,0,0,6,0,0,0
"OTU_3314",0,0,2,8,3,0,0,0,0,0,0,4,0,12,0,3,0,0
"OTU_3317",0,0,5,11,0,9,3,0,0,0,0,8,0,0,0,0,0,0
"OTU_3395",0,2,5,0,0,0,0,0,7,0,0,2,0,0,1,0,0,0
"OTU_3399",0,0,0,2,0,0,0,6,0,0,0,0,0,9,0,5,0,0
"OTU_3401",5,0,0,0,0,0,5,6,0,0,5,0,0,0,0,0,0,0
"OTU_3441",3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"OTU_3501",2,0,0,0,0,0,0,6,0,0,7,0,0,12,1,0,0,0
"OTU_3539",3,7,0,0,0,0,5,0,0,0,0,5,0,0,0,6,0,2
"OTU_3602",0,0,0,0,0,0,7,0,0,0,0,0,0,3,8,8,0,0
"OTU_3629",3,0,0,0,4,0,0,0,2,0,0,8,0,0,0,0,0,3
"OTU_3630",0,0,9,4,0,0,0,0,0,0,3,0,0,0,2,0,0,0
"OTU_3640",0,0,0,6,15,0,3,5,0,0,0,0,0,0,0,0,0,0
"OTU_3684",0,0,0,0,8,8,0,0,5,0,0,0,0,3,0,0,5,0
"OTU_3688",0,0,0,0,0,0,6,8,0,0,0,0,5,0,0,6,0,0
"OTU_3689",0,0,0,0,0,0,9,0,0,0,6,4,0,5,0,0,0,1
"OTU_3705",0,6,0,0,0,0,3,0,0,0,0,9,0,0,5,0,2,0
"OTU_3758",0,0,0,0,0,0,0,3,0,0,0,0,2,0,3,0,5,3
"OTU_3781",0,0,18,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3
"OTU_3847",0,0,0,13,0,0,0,0,3,1,0,0,0,0,0,0,3,0
"OTU_3853",0,0,0,0,8,0,0,10,1,0,0,0,1,0,0,0,0,0
"OTU_3866",0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,2,0,5
"OTU_4020",0,6,3,0,4,0,0,0,0,0,0,2,0,0,1,2,0,0
"OTU_4208",0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,6
"OTU_4211",0,0,4,2,2,0,0,0,0,0,0,2,0,0,7,0,0,2
"OTU_4288",3,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,2,0
"OTU_4351",3,0,7,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_4378",5,0,6,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_4395",0,0,1,0,0,0,10,4,0,0,1,0,0,0,0,0,0,0
"OTU_4590",7,0,0,0,2,0,0,2,0,0,0,0,0,7,0,0,0,0
"OTU_4635",0,0,0,0,0,0,2,0,0,0,0,11,2,2,2,0,0,0
"OTU_4820",5,3,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,4
"OTU_5249",0,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,1,3
"OTU_5272",0,0,0,0,0,0,7,0,0,0,3,0,2,0,0,2,0,0
"OTU_5440",0,0,0,0,1,0,0,0,0,0,4,0,2,3,0,0,2,0
"OTU_5547",1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0
"OTU_6040",0,0,0,0,2,0,0,2,0,0,2,5,0,0,0,0,0,0
"OTU_7227",0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,1,0
"OTU_7596",0,2,2,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
