"","CH2.1","CH2.2","CH2.3","CH3.1","CH3.2","CH3.3","CH4.1","CH4.2","CH4.3","CH5.1","CH5.2","CH5.3","CH6.1","CH6.2","CH6.3","CH7.1","CH7.2","CH7.3"
"OTU_5814",0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
"OTU_5820",0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"OTU_5831",0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0
"OTU_5835",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"OTU_5844",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"OTU_5853",0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
"OTU_5855",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"OTU_5865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"OTU_5866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"OTU_5885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"OTU_5889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"OTU_5925",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"OTU_5932",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_5943",0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0
"OTU_5951",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_5965",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"OTU_5969",3,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_5972",7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"OTU_5982",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_5997",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6001",0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"OTU_6005",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6013",0,0,2,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0
"OTU_6017",0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6025",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6036",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6040",0,0,0,0,1,0,0,2,0,0,2,3,0,0,0,0,0,0
"OTU_6047",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6049",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6051",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6058",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"OTU_6061",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"OTU_6065",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"OTU_6067",0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0
"OTU_6069",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"OTU_6070",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"OTU_6073",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"OTU_6074",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"OTU_6076",0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
"OTU_6084",0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0
"OTU_6085",0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
"OTU_6100",0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,3
"OTU_6107",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"OTU_6108",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"OTU_6109",0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
"OTU_6130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"OTU_6132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"OTU_6133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
"OTU_6136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"OTU_6143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"OTU_6179",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6196",3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6204",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6209",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6219",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6241",0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6258",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6262",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6264",0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6272",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6280",0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0
"OTU_6281",0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6285",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2
"OTU_6287",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
"OTU_6304",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"OTU_6307",0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
"OTU_6313",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,2
"OTU_6317",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"OTU_6326",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"OTU_6327",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"OTU_6328",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"OTU_6329",0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0
"OTU_6333",0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0
"OTU_6335",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"OTU_6340",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"OTU_6343",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"OTU_6345",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"OTU_6349",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"OTU_6350",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"OTU_6360",0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"OTU_6368",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0
"OTU_6373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"OTU_6374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0
"OTU_6384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"OTU_6390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"OTU_6394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"OTU_6396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"OTU_6397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"OTU_6410",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,3
"OTU_6426",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6438",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"OTU_6456",0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0
"OTU_6457",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"OTU_6468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"OTU_6486",3,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
"OTU_6492",1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"OTU_6496",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6501",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6503",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6514",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6524",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6530",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6539",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5
"OTU_6540",0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_6542",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6547",0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6548",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6549",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6550",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6553",0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6561",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6570",0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0
"OTU_6579",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"OTU_6581",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"OTU_6589",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0
"OTU_6593",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0
"OTU_6595",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"OTU_6603",0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
"OTU_6607",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"OTU_6608",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"OTU_6612",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"OTU_6614",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"OTU_6616",0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
"OTU_6624",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"OTU_6625",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"OTU_6628",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"OTU_6629",0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
"OTU_6631",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"OTU_6636",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"OTU_6638",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"OTU_6650",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"OTU_6663",0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"OTU_6665",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"OTU_6666",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"OTU_6687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"OTU_6706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"OTU_6712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"OTU_6715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"OTU_6741",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6764",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"OTU_6768",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6770",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"OTU_6794",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6805",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6812",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6817",0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6819",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6824",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6830",0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6843",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6844",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6856",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6866",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6872",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6874",0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6886",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6899",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"OTU_6912",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"OTU_6913",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"OTU_6915",0,0,0,0,0,0,3,0,0,4,0,0,0,2,0,0,0,0
"OTU_6919",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"OTU_6922",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"OTU_6926",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"OTU_6929",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"OTU_6936",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"OTU_6937",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"OTU_6939",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"OTU_6941",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"OTU_6947",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"OTU_6950",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"OTU_6951",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"OTU_6953",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"OTU_6961",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"OTU_6962",0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0
"OTU_6972",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"OTU_6973",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"OTU_6978",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"OTU_6981",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"OTU_6985",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"OTU_6986",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"OTU_6987",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"OTU_6993",0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"OTU_6998",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"OTU_6999",0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"OTU_7002",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"OTU_7004",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"OTU_7006",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"OTU_7018",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"OTU_7021",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
"OTU_7027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"OTU_7033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"OTU_7039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"OTU_7040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"OTU_7044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"OTU_7045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"OTU_7052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"OTU_7064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"OTU_7069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"OTU_7076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"OTU_7087",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"OTU_7095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
"OTU_7135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"OTU_7162",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"OTU_7169",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7174",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7176",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7182",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7187",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7194",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7199",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7210",0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7216",0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7226",0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"OTU_7227",0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,2,0
"OTU_7230",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7235",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7248",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7257",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7258",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7259",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7261",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7262",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7266",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7271",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"OTU_7290",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"OTU_7291",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"OTU_7292",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"OTU_7294",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"OTU_7298",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"OTU_7306",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"OTU_7310",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"OTU_7311",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"OTU_7313",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"OTU_7316",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"OTU_7319",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"OTU_7324",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"OTU_7326",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"OTU_7329",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"OTU_7335",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"OTU_7336",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"OTU_7337",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"OTU_7340",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"OTU_7342",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0
"OTU_7346",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"OTU_7348",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"OTU_7349",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"OTU_7354",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"OTU_7356",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"OTU_7359",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"OTU_7369",0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"OTU_7380",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"OTU_7381",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"OTU_7383",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"OTU_7384",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"OTU_7393",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0
"OTU_7394",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"OTU_7395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"OTU_7398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"OTU_7399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"OTU_7400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"OTU_7402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"OTU_7404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"OTU_7405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"OTU_7412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"OTU_7421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"OTU_7422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"OTU_7426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"OTU_7438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"OTU_7441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"OTU_7442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"OTU_7465",0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
"OTU_7474",0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0
"OTU_7490",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7497",4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"OTU_7503",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7507",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"OTU_7538",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"OTU_7546",1,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"OTU_7553",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7554",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7560",0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"OTU_7565",0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7569",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7572",0,3,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0
"OTU_7573",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7584",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7587",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7596",0,3,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
"OTU_7607",0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7608",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7619",0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_7629",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7647",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7648",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7656",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7659",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7665",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7677",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"OTU_7678",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"OTU_7680",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"OTU_7681",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"OTU_7690",0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0
"OTU_7693",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"OTU_7694",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"OTU_7696",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"OTU_7705",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"OTU_7709",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"OTU_7720",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"OTU_7722",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"OTU_7724",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"OTU_7735",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"OTU_7745",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"OTU_7752",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"OTU_7758",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"OTU_7763",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
