"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU_1682","Bacteria","Chloroflexi","Anaerolineae","","","",""
"OTU_1683","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_bacterium"
"OTU_1684","Bacteria","Actinobacteria","MB-A2-108","","","",""
"OTU_1685","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",""
"OTU_1689","Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","","",""
"OTU_168","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","",""
"OTU_1691","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1692","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1693","Bacteria","Chloroflexi","OLB14","","","",""
"OTU_1694","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_169","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",""
"OTU_1695","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","",""
"OTU_1696","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","","",""
"OTU_1700","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1703","Bacteria","Chloroflexi","TK10","","","",""
"OTU_1704","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus",""
"OTU_1706","Bacteria","Chloroflexi","Anaerolineae","SBR1031","","",""
"OTU_1707","Bacteria","","","","","",""
"OTU_170","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","",""
"OTU_1708","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa",""
"OTU_1709","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga",""
"OTU_1711","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","","",""
"OTU_1712","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","",""
"OTU_1714","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_Subgroup_3","Bryobacter",""
"OTU_1715","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1716","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1717","Bacteria","Acidobacteria","Subgroup_17","","","",""
"OTU_1718","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_171","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1720","Bacteria","Actinobacteria","Acidimicrobiia","","","",""
"OTU_1722","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","uncultured","metagenome"
"OTU_1723","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",""
"OTU_1724","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",""
"OTU_1725","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",""
"OTU_1726","Bacteria","Chloroflexi","TK10","","","",""
"OTU_172","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia",""
"OTU_1728","Bacteria","Actinobacteria","","","","",""
"OTU_1730","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","uncultured",""
"OTU_1731","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10","uncultured_soil_bacterium"
"OTU_1734","Bacteria","Chloroflexi","TK10","","","",""
"OTU_1736","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","mle1-7",""
"OTU_1737","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","","",""
"OTU_173","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudorhodoplanes","uncultured_bacterium"
"OTU_1739","Bacteria","Chloroflexi","Anaerolineae","SBR1031","","",""
"OTU_174","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","uncultured_Chitinophagaceae_bacterium"
"OTU_17","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","",""
"OTU_1741","Bacteria","Actinobacteria","0319-7L14","","","",""
"OTU_1745","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","",""
"OTU_1749","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","","",""
"OTU_1751","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","","",""
"OTU_1753","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia",""
"OTU_1754","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_175","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer",""
"OTU_1762","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",""
"OTU_1764","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",""
"OTU_1766","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1767","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","",""
"OTU_176","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",""
"OTU_1769","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ramlibacter",""
"OTU_177","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",""
"OTU_1771","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",""
"OTU_1772","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","",""
"OTU_1774","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia",""
"OTU_1775","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","",""
"OTU_1776","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Ellin6067",""
"OTU_1778","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Phaselicystidaceae","Phaselicystis",""
"OTU_1781","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","",""
"OTU_1782","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9_marine_group","",""
"OTU_1783","Bacteria","Actinobacteria","Acidimicrobiia","","","",""
"OTU_1784","Bacteria","Actinobacteria","Acidimicrobiia","","","",""
"OTU_1785","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",""
"OTU_1786","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","",""
"OTU_178","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_179","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","",""
"OTU_1796","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_bacterium"
"OTU_1798","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","",""
"OTU_1799","Bacteria","","","","","",""
"OTU_180","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","uncultured",""
"OTU_1802","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","metagenome"
"OTU_1803","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_1804","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_1806","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",""
"OTU_1807","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","Bdellovibrio_bacteriovorus"
"OTU_1808","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","",""
"OTU_1809","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","Puniceispirillales_Incertae_Sedis","Constrictibacter","uncultured_bacterium"
"OTU_1810","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","",""
"OTU_1812","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","Niastella_populi"
"OTU_1816","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella",""
"OTU_181","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","",""
"OTU_1817","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter","uncultured_gamma_proteobacterium"
"OTU_1819","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","",""
"OTU_182","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_1823","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1824","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1825","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","",""
"OTU_1827","Bacteria","Rokubacteria","NC10","Rokubacteriales","","",""
"OTU_1828","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter",""
"OTU_1830","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_1832","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","metagenome"
"OTU_1833","Bacteria","Rokubacteria","NC10","Rokubacteriales","","",""
"OTU_1834","Bacteria","Actinobacteria","Acidimicrobiia","uncultured","","",""
"OTU_1835","Bacteria","Proteobacteria","Gammaproteobacteria","CCD24","","",""
"OTU_1836","Bacteria","Acidobacteria","Subgroup_25","","","",""
"OTU_1838","Bacteria","Planctomycetes","Planctomycetacia","uncultured","","",""
"OTU_183","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","",""
"OTU_1839","Bacteria","Acidobacteria","Subgroup_17","","","",""
"OTU_18","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1",""
"OTU_1840","Bacteria","Acidobacteria","Subgroup_6","Unknown_Order","Unknown_Family","Luteitalea",""
"OTU_1841","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1842","Bacteria","Actinobacteria","Acidimicrobiia","uncultured","","",""
"OTU_1847","Bacteria","Acidobacteria","Holophagae","Subgroup_7","","",""
"OTU_184","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Kribbella",""
"OTU_1850","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea",""
"OTU_1851","Bacteria","Acidobacteria","Subgroup_17","","","",""
"OTU_1852","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas","uncultured_gamma_proteobacterium"
"OTU_1853","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_1857","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"OTU_185","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured","uncultured_bacterium"
"OTU_1859","Bacteria","Proteobacteria","Deltaproteobacteria","MBNT15","","",""
"OTU_1860","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_Subgroup_3","Bryobacter",""
"OTU_1861","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured_bacterium"
"OTU_1862","Bacteria","Actinobacteria","Acidimicrobiia","","","",""
"OTU_1863","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","",""
"OTU_1864","Bacteria","","","","","",""
"OTU_1865","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587","uncultured_bacterium"
"OTU_1866","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_186","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","uncultured","",""
"OTU_1869","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes",""
"OTU_1870","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",""
"OTU_1871","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_187","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_bacterium"
"OTU_1872","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","","",""
"OTU_1873","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Labrys","uncultured_bacterium"
"OTU_1876","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_Subgroup_3","",""
"OTU_1877","Bacteria","Actinobacteria","Acidimicrobiia","","","",""
"OTU_1881","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587","uncultured_bacterium"
"OTU_1882","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"OTU_1883","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",""
"OTU_1884","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",""
"OTU_1887","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_bacterium"
"OTU_1888","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","11月24日","","",""
"OTU_188","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","",""
"OTU_189","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1891","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1897","Bacteria","Chloroflexi","KD4-96","","","",""
"OTU_1899","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_bacterium"
"OTU_1902","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","cvE6","",""
"OTU_1903","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","",""
"OTU_1904","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium","uncultured_bacterium"
"OTU_1906","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_190","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",""
"OTU_1909","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured",""
"OTU_1910","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","","","",""
"OTU_1912","Bacteria","Acidobacteria","Subgroup_17","","","",""
"OTU_1915","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Candidatus_Bacilloplasma","uncultured_bacterium"
"OTU_191","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",""
"OTU_1916","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_1917","Bacteria","Proteobacteria","Alphaproteobacteria","","","",""
"OTU_1918","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",""
"OTU_1923","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_1924","Bacteria","Acidobacteria","Subgroup_17","","","",""
"OTU_192","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","Archangium",""
"OTU_1925","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_Sphingobacteriales_bacterium"
"OTU_1927","Bacteria","Chloroflexi","KD4-96","","","",""
"OTU_1928","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Singulisphaera",""
"OTU_1930","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","",""
"OTU_193","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter","metagenome"
"OTU_1932","Bacteria","WPS-2","","","","",""
"OTU_1933","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","",""
"OTU_1934","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured",""
"OTU_1937","Bacteria","Chloroflexi","Dehalococcoidia","S085","","",""
"OTU_1938","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_19","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_bacterium"
"OTU_1939","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1940","Bacteria","Actinobacteria","MB-A2-108","","","",""
"OTU_1941","Bacteria","Acidobacteria","Subgroup_18","","","",""
"OTU_1943","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_194","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura",""
"OTU_1947","Bacteria","Acidobacteria","Subgroup_5","","","",""
"OTU_1949","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium","uncultured_soil_bacterium"
"OTU_1950","Bacteria","Chloroflexi","KD4-96","","","",""
"OTU_1951","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","",""
"OTU_195","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_1952","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_1957","Bacteria","Chloroflexi","Ktedonobacteria","C0119","","",""
"OTU_1961","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_196","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",""
"OTU_1964","Bacteria","Planctomycetes","OM190","","","",""
"OTU_1968","Bacteria","Planctomycetes","OM190","","","",""
"OTU_1972","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","uncultured_bacterium"
"OTU_1973","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","",""
"OTU_1974","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiliaceae","Carboxylicivirga","uncultured_bacterium"
"OTU_1975","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",""
"OTU_1978","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","",""
"OTU_1979","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_197","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Blastocatellales","Blastocatellaceae","",""
"OTU_198","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1984","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1986","Bacteria","Bacteroidetes","Ignavibacteria","OPB56","","",""
"OTU_1987","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured",""
"OTU_1988","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",""
"OTU_1989","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",""
"OTU_1990","Bacteria","Actinobacteria","0319-7L14","","","",""
"OTU_1994","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_Subgroup_3","",""
"OTU_1995","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_Subgroup_3","Bryobacter","uncultured_bacterium"
"OTU_1996","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","",""
"OTU_199","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_1998","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","","",""
"OTU_1999","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","",""
"OTU_2000","Bacteria","Chloroflexi","Anaerolineae","SBR1031","","",""
"OTU_2001","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter",""
"OTU_200","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia",""
"OTU_2004","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","FFCH7168","uncultured_bacterium"
"OTU_201","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","",""
"OTU_2012","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_Subgroup_3","Bryobacter",""
"OTU_2013","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","",""
"OTU_2014","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","",""
"OTU_2015","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella",""
"OTU_2016","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Bauldia",""
"OTU_2017","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Cellulosimicrobium",""
"OTU_2018","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",""
"OTU_2022","Bacteria","Actinobacteria","0319-7L14","","","",""
"OTU_2024","Bacteria","Chloroflexi","Gitt-GS-136","","","",""
"OTU_202","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","IS-44",""
"OTU_2025","Bacteria","Chloroflexi","P2-11E","","","",""
"OTU_2026","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","",""
"OTU_2031","Bacteria","Acidobacteria","Holophagae","Subgroup_7","","",""
"OTU_203","Bacteria","Chloroflexi","KD4-96","","","",""
"OTU_2032","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",""
"OTU_2035","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"OTU_2036","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","01D2Z36","",""
"OTU_2038","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","uncultured_bacterium"
"OTU_2040","Bacteria","Bacteroidetes","Ignavibacteria","OPB56","","",""
"OTU_2041","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","","","",""
"OTU_20","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","",""
"OTU_2043","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","KD3-93","",""
"OTU_2044","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Phaselicystidaceae","Phaselicystis","uncultured_Byssovorax_sp."
"OTU_2046","Bacteria","Actinobacteria","Acidimicrobiia","","","",""
"OTU_204","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","wb1-P19","uncultured_bacterium"
"OTU_2047","Bacteria","Acidobacteria","Holophagae","Subgroup_7","","",""
"OTU_2052","Bacteria","Rokubacteria","NC10","Rokubacteriales","","",""
"OTU_2053","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","uncultured",""
"OTU_2055","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","",""
"OTU_2056","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ralstonia",""
"OTU_205","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea",""
"OTU_2059","Bacteria","Actinobacteria","Actinobacteria","","","",""
"OTU_2060","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",""
"OTU_2061","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","uncultured","",""
"OTU_206","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",""
"OTU_2063","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured",""
"OTU_2064","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","",""
"OTU_2065","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","",""
"OTU_2067","Bacteria","Rokubacteria","NC10","Rokubacteriales","","",""
"OTU_2069","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"OTU_2070","Bacteria","Bacteroidetes","Ignavibacteria","OPB56","","",""
"OTU_207","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",""
"OTU_2074","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_Nitrospira_sp."
"OTU_2075","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","",""
"OTU_2077","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","","",""
"OTU_2078","Bacteria","Verrucomicrobia","Verrucomicrobiae","UA11","","",""
"OTU_208","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea","Nonomuraea_solani"
"OTU_2080","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_2082","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes",""
"OTU_2085","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","uncultured","uncultured_bacterium"
"OTU_2086","Bacteria","Proteobacteria","Deltaproteobacteria","MBNT15","","",""
"OTU_2088","Bacteria","Gemmatimonadetes","BD2-11_terrestrial_group","","","",""
"OTU_2090","Bacteria","Acidobacteria","Subgroup_25","","","",""
"OTU_2091","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","11月24日","","",""
"OTU_2092","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured",""
"OTU_2094","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",""
