"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU_2677","Bacteria","Chloroflexi","Anaerolineae","","","",""
"OTU_2678","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","",""
"OTU_267","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudorhodoplanes",""
"OTU_268","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia","uncultured_bacterium"
"OTU_2689","Bacteria","Chloroflexi","Ktedonobacteria","C0119","","",""
"OTU_2691","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","",""
"OTU_2694","Bacteria","","","","","",""
"OTU_2695","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium","uncultured_Verrucomicrobia_bacterium"
"OTU_269","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_2698","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","",""
"OTU_2704","Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae","",""
"OTU_270","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter","metagenome"
"OTU_271","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingoaurantiacus",""
"OTU_2720","Bacteria","Dependentiae","Babeliae","Babeliales","","",""
"OTU_2723","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","",""
"OTU_272","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","",""
"OTU_2729","Bacteria","Chloroflexi","TK10","","","",""
"OTU_2730","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02","uncultured_bacterium"
"OTU_273","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",""
"OTU_2731","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9_marine_group","",""
"OTU_2732","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","",""
"OTU_2736","Bacteria","Actinobacteria","Acidimicrobiia","","","",""
"OTU_27","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Lechevalieria",""
"OTU_2740","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter",""
"OTU_2748","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_Subgroup_3","Bryobacter",""
"OTU_274","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter",""
"OTU_2755","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"OTU_275","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella",""
"OTU_2758","Bacteria","Acidobacteria","Holophagae","Subgroup_7","","",""
"OTU_2759","Bacteria","Latescibacteria","","","","",""
"OTU_2760","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","",""
"OTU_2762","Bacteria","Chloroflexi","Ktedonobacteria","C0119","","",""
"OTU_276","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces",""
"OTU_2764","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_bacterium"
"OTU_2768","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587","uncultured_bacterium"
"OTU_2771","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"OTU_277","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",""
"OTU_2783","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia","metagenome"
"OTU_278","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",""
"OTU_2785","Bacteria","","","","","",""
"OTU_2786","Bacteria","Acidobacteria","Holophagae","Subgroup_7","","",""
"OTU_2789","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",""
"OTU_2791","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","",""
"OTU_2792","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","11月24日","","",""
"OTU_2794","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","",""
"OTU_2799","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10",""
"OTU_280","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_2815","Bacteria","BRC1","","","","",""
"OTU_281","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_2819","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_2827","Bacteria","Actinobacteria","Acidimicrobiia","","","",""
"OTU_282","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",""
"OTU_2829","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",""
"OTU_2830","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","uncultured","",""
"OTU_2831","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","","",""
"OTU_2832","Bacteria","Proteobacteria","Deltaproteobacteria","","","",""
"OTU_2833","Bacteria","Bacteroidetes","Ignavibacteria","OPB56","","",""
"OTU_28","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga",""
"OTU_283","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Skermanella",""
"OTU_2837","Bacteria","Actinobacteria","Acidimicrobiia","","","",""
"OTU_2841","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Acidibacter","uncultured_gamma_proteobacterium"
"OTU_284","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","","",""
"OTU_285","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","",""
"OTU_2856","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","Bdellovibrio_bacteriovorus"
"OTU_2857","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_2859","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","uncultured","metagenome"
"OTU_2860","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","uncultured","",""
"OTU_2861","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia",""
"OTU_2863","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured","uncultured_bacterium"
"OTU_2864","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Ellin6067","uncultured_beta_proteobacterium"
"OTU_2867","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_Subgroup_3","Bryobacter",""
"OTU_287","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","",""
"OTU_2871","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","",""
"OTU_2872","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","","","",""
"OTU_2874","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","",""
"OTU_288","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_2891","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","uncultured_bacterium"
"OTU_2897","Bacteria","","","","","",""
"OTU_289","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Variovorax",""
"OTU_2899","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10","uncultured_bacterium"
"OTU_2900","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_bacterium"
"OTU_2902","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","",""
"OTU_2903","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","",""
"OTU_2904","Bacteria","Planctomycetes","OM190","","","",""
"OTU_290","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",""
"OTU_2908","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_2910","Bacteria","Actinobacteria","","","","",""
"OTU_291","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_Subgroup_3","Bryobacter",""
"OTU_292","Bacteria","Bacteroidetes","Bacteroidia","","","",""
"OTU_29","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga",""
"OTU_2933","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","",""
"OTU_2934","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia","uncultured_bacterium"
"OTU_2935","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_293","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"OTU_2937","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured",""
"OTU_2938","Bacteria","Actinobacteria","MB-A2-108","","","",""
"OTU_2943","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","",""
"OTU_294","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"OTU_295","Bacteria","Acidobacteria","Subgroup_17","","","",""
"OTU_2958","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","PMMR1","uncultured_endolithic_bacterium"
"OTU_2961","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84","",""
"OTU_296","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter","metagenome"
"OTU_2966","Bacteria","","","","","",""
"OTU_2969","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","","",""
"OTU_2970","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_2971","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Phaselicystidaceae","Phaselicystis","uncultured_bacterium"
"OTU_2972","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia",""
"OTU_2974","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","","","",""
"OTU_297","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys",""
"OTU_2977","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","metagenome"
"OTU_2978","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured","uncultured_Cyclobacteriaceae_bacterium"
"OTU_298","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_2982","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_2983","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","",""
"OTU_2985","Bacteria","","","","","",""
"OTU_2990","Bacteria","Actinobacteria","MB-A2-108","","","",""
"OTU_2994","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_Subgroup_3","Candidatus_Solibacter",""
"OTU_299","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","","",""
"OTU_2999","Bacteria","Chloroflexi","JG30-KF-CM66","","","",""
"OTU_300","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia",""
"OTU_3007","Bacteria","Chloroflexi","Ktedonobacteria","C0119","","",""
"OTU_3009","Bacteria","GAL15","","","","",""
"OTU_3010","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","uncultured_bacterium"
"OTU_3011","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","",""
"OTU_3012","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_301","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Blastocatellales","Blastocatellaceae","uncultured",""
"OTU_3017","Bacteria","WPS-2","","","","",""
"OTU_30","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Lechevalieria",""
"OTU_302","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41","Acidobacterium_sp._Ac_12_G8"
"OTU_303","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium",""
"OTU_3031","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","",""
"OTU_3032","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_304","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_3052","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","",""
"OTU_3055","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium","uncultured_bacterium"
"OTU_305","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Acidibacter",""
"OTU_3056","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",""
"OTU_3058","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","",""
"OTU_3059","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84","",""
"OTU_3060","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_3063","Bacteria","Latescibacteria","","","","",""
"OTU_306","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_3067","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinus","uncultured_bacterium"
"OTU_3068","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","",""
"OTU_307","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",""
"OTU_3078","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","",""
"OTU_3082","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","",""
"OTU_3083","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","","","",""
"OTU_3084","Bacteria","Cyanobacteria","Sericytochromatia","","","",""
"OTU_3085","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","","",""
"OTU_3087","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Blfdi19","",""
"OTU_3088","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","uncultured","",""
"OTU_308","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_3094","Bacteria","Actinobacteria","","","","",""
"OTU_3097","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Ellin6067",""
"OTU_309","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured",""
"OTU_3103","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","uncultured","",""
"OTU_310","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","",""
"OTU_3112","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","","",""
"OTU_311","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_312","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",""
"OTU_31","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Nordella",""
"OTU_3125","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Blastocatellales","Blastocatellaceae","Blastocatella","uncultured_Acidobacteria_bacterium"
"OTU_3127","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","","","",""
"OTU_313","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","",""
"OTU_3135","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_bacterium"
"OTU_3","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",""
"OTU_3140","Bacteria","Gemmatimonadetes","","","","",""
"OTU_314","Bacteria","Rokubacteria","NC10","Rokubacteriales","","",""
"OTU_315","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga","uncultured_bacterium"
"OTU_3155","Bacteria","Chloroflexi","JG30-KF-CM66","","","",""
"OTU_3156","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_316","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_Subgroup_3","Bryobacter","uncultured_bacterium"
"OTU_3166","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","uncultured","",""
"OTU_317","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","",""
"OTU_3176","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","",""
"OTU_3178","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",""
"OTU_318","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_319","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Ellin6067",""
"OTU_320","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","uncultured","",""
"OTU_3206","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_321","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_3216","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","",""
"OTU_32","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Kibdelosporangium",""
"OTU_3223","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured_Gemmatimonas_sp."
"OTU_322","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Kribbella",""
"OTU_3227","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","uncultured","",""
"OTU_3230","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella","metagenome"
"OTU_323","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_3231","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","11月24日","","",""
"OTU_3233","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa",""
"OTU_3237","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","uncultured","uncultured_bacterium"
"OTU_3238","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","","",""
"OTU_3240","Bacteria","Acidobacteria","Holophagae","Subgroup_7","","",""
"OTU_3246","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","uncultured_bacterium"
"OTU_324","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_325","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","",""
"OTU_326","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","",""
"OTU_3268","Bacteria","Chloroflexi","TK10","","","",""
"OTU_327","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","",""
"OTU_3276","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","","",""
"OTU_3278","Bacteria","Acidobacteria","Holophagae","Subgroup_7","","",""
"OTU_3283","Bacteria","Chloroflexi","Anaerolineae","","","",""
"OTU_328","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","",""
"OTU_3289","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","",""
"OTU_329","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_3301","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",""
"OTU_330","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa",""
"OTU_331","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_3316","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","","",""
"OTU_3317","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","","","",""
"OTU_3319","Bacteria","Chloroflexi","SHA-26","","","",""
"OTU_3322","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium","uncultured_bacterium"
"OTU_332","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","",""
"OTU_33","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ralstonia",""
"OTU_333","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea",""
"OTU_3332","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_3333","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","",""
"OTU_3334","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","",""
"OTU_3341","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84","",""
"OTU_334","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",""
"OTU_3347","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_3353","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured","uncultured_bacterium"
"OTU_335","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_3360","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","",""
"OTU_336","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",""
"OTU_337","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","",""
"OTU_3381","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",""
"OTU_338","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","uncultured_soil_bacterium"
"OTU_3384","Bacteria","Chloroflexi","Dehalococcoidia","S085","","",""
"OTU_339","Bacteria","Acidobacteria","Subgroup_6","Unknown_Order","Unknown_Family","Vicinamibacter","Vicinamibacter_silvestris"
"OTU_340","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_3409","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_bacterium"
"OTU_341","Bacteria","Proteobacteria","Deltaproteobacteria","RCP2-54","","",""
"OTU_34","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Phyllobacterium",""
"OTU_3417","Bacteria","","","","","",""
"OTU_342","Bacteria","Actinobacteria","MB-A2-108","","","",""
"OTU_3427","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","uncultured_bacterium"
"OTU_343","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",""
"OTU_3431","Bacteria","Actinobacteria","MB-A2-108","","","",""
"OTU_344","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_345","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_346","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","",""
"OTU_3468","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","metagenome"
"OTU_3474","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_347","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea",""
"OTU_3477","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","",""
"OTU_3478","Bacteria","Latescibacteria","","","","",""
"OTU_3480","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_348","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",""
"OTU_3484","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","uncultured","",""
"OTU_3485","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","metagenome"
"OTU_3488","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_3491","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","",""
"OTU_3493","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade",""
"OTU_349","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_Subgroup_3","Bryobacter",""
"OTU_350","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",""
"OTU_3506","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","",""
"OTU_35","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",""
"OTU_351","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_3517","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","",""
"OTU_352","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","",""
"OTU_3526","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",""
"OTU_353","Bacteria","Actinobacteria","0319-7L14","","","",""
"OTU_3537","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","uncultured_bacterium"
